[[ 0.74237721  0.25761529]
 [ 0.52872778  0.47137526]
 [ 0.13665747  0.86336373]
 [ 0.9859547   0.01409831]
 [ 0.70862909  0.29140961]
 [ 0.53626589  0.46378795]
 [-0.14051401  1.14059799]
 [ 0.76856142  0.23139266]
 [ 0.63621177  0.36374969]
 [ 0.24035789  0.75927231]
 [ 0.83843629  0.16156398]
 [ 0.9363534   0.06360153]
 [ 0.39762897  0.60197539]
 [ 0.5956641   0.40428838]
 [ 0.45786071  0.54215879]
 [ 0.56466397  0.4353866 ]
 [-0.32655532  1.32656593]
 [ 0.80321634  0.19677316]
 [ 0.53998676  0.45999103]
 [ 0.67876166  0.32124316]
 [ 0.60244531  0.39753016]
 [ 0.69639079  0.30361767]
 [ 0.74578233  0.25424537]
 [-0.09270125  1.09260175]
 [ 0.41323646  0.58677196]
 [ 0.71928226  0.28072062]
 [ 0.63649898  0.36352883]
 [ 0.25037636  0.74975093]
 [ 0.25135915  0.74858321]
 [ 0.415067    0.58492362]
 [ 0.34717384  0.65284673]
 [ 0.30920191  0.69073936]
 [ 0.16508811  0.83491528]
 [ 0.48532469  0.51470046]
 [ 0.87648143  0.12351194]
 [ 0.54888521  0.45111116]
 [ 0.49514592  0.50477648]
 [ 0.20573508  0.79426748]
 [ 0.55091148  0.44900844]
 [-0.10506406  1.10491399]
 [ 0.33151     0.66837876]
 [ 0.37163144  0.62818887]
 [ 0.69205989  0.30797504]
 [ 0.86719595  0.13274441]
 [ 0.82795496  0.17199172]
 [ 0.8935529   0.10642808]]
