[[-8.80130772e-02  1.08799750e+00]
 [ 1.86750630e-01  8.13271719e-01]
 [ 5.44223777e-01  4.55760691e-01]
 [ 1.01214674e-01  8.98812669e-01]
 [ 9.24929617e-01  7.50697063e-02]
 [ 2.89234165e-01  7.10775734e-01]
 [-1.04673746e-02  1.01048935e+00]
 [ 4.81635067e-01  5.18397455e-01]
 [ 8.55357462e-01  1.44503203e-01]
 [ 6.29209254e-01  3.70781602e-01]
 [ 4.57733330e-02  9.54120961e-01]
 [ 4.44807160e-01  5.55210143e-01]
 [ 9.76732224e-01  2.32690363e-02]
 [ 6.86612335e-01  3.13393967e-01]
 [ 9.27077338e-01  7.29391435e-02]
 [ 5.82891163e-01  4.17195957e-01]
 [ 8.78782105e-01  1.21154490e-01]
 [ 6.23647697e-01  3.76342047e-01]
 [ 3.15140717e-01  6.84859947e-01]
 [ 3.79904640e-01  6.20121565e-01]
 [ 7.41471539e-01  2.58550387e-01]
 [ 6.53704189e-01  3.46243064e-01]
 [ 1.56537539e-01  8.43445589e-01]
 [ 2.44849311e-01  7.55134647e-01]
 [ 1.26928533e+00 -2.69205491e-01]
 [ 6.50358748e-01  3.49601454e-01]
 [ 5.08843200e-01  4.91111210e-01]
 [ 5.96882615e-01  4.03118603e-01]
 [ 6.28477001e-01  3.71518603e-01]
 [ 7.65518618e-01  2.34481194e-01]
 [ 1.46214076e-01  8.53742079e-01]
 [ 1.46351421e-01  8.53624844e-01]
 [-1.10992017e-02  1.01115542e+00]
 [ 3.36980246e-01  6.63073384e-01]
 [-7.46359880e-02  1.07464351e+00]
 [ 4.21543783e-01  5.78426021e-01]
 [ 9.38806848e-01  6.12009194e-02]
 [-3.40072587e-01  1.34011886e+00]
 [ 1.04449135e+00 -4.44066298e-02]
 [ 9.90714885e-01  9.25414220e-03]
 [ 8.32843737e-01  1.67156642e-01]
 [ 3.17258900e-01  6.82798988e-01]
 [ 4.63330205e-01  5.36693636e-01]
 [ 7.78572888e-01  2.21432750e-01]
 [ 2.62761405e-01  7.37261657e-01]
 [ 7.68913485e-01  2.31058184e-01]
 [-2.84914701e-01  1.28489481e+00]
 [ 6.44224795e-01  3.55776511e-01]
 [ 6.31161111e-01  3.68834932e-01]
 [ 7.49695440e-01  2.50298377e-01]
 [ 5.18352557e-02  9.48212174e-01]
 [ 1.31841511e-01  8.68099041e-01]
 [ 6.55713139e-01  3.44268504e-01]
 [ 7.28113053e-01  2.71867698e-01]
 [ 5.96435982e-01  4.03545124e-01]
 [ 7.71297432e-01  2.28728986e-01]
 [ 6.89086659e-01  3.10917458e-01]
 [ 6.48115072e-01  3.51904872e-01]
 [ 5.06601746e-01  4.93379304e-01]
 [ 1.67644167e-01  8.32379604e-01]
 [ 7.48806724e-01  2.51223919e-01]
 [ 6.60297519e-01  3.39688429e-01]
 [-2.95608718e-01  1.29565088e+00]
 [-2.56609605e-02  1.02563484e+00]
 [ 5.14495622e-01  4.85473132e-01]
 [ 4.85012961e-01  5.15004203e-01]
 [ 1.86758037e-01  8.13295352e-01]
 [ 8.58815021e-01  1.41212045e-01]
 [ 6.83748015e-01  3.16286919e-01]
 [ 6.52795038e-01  3.47228322e-01]
 [ 9.88331646e-01  1.16671298e-02]
 [ 6.40597382e-01  3.59400798e-01]
 [ 4.72666440e-01  5.27319540e-01]
 [ 1.33893197e-01  8.66088635e-01]
 [ 7.98284190e-01  2.01710023e-01]
 [ 3.72783035e-01  6.27231148e-01]
 [ 3.81848201e-01  6.18167299e-01]
 [ 9.15817680e-01  8.41632851e-02]
 [-3.16645803e-01  1.31670716e+00]
 [ 4.83097375e-01  5.16929791e-01]
 [ 6.86237804e-01  3.13761479e-01]
 [ 3.18684781e-01  6.81297665e-01]
 [ 3.49414978e-01  6.50625942e-01]
 [ 4.62110493e-01  5.37910260e-01]
 [ 4.23477082e-01  5.76498004e-01]
 [ 6.26752004e-01  3.73261524e-01]
 [ 9.31479230e-01  6.85098244e-02]
 [-2.97867396e-02  1.02971558e+00]
 [ 4.55443261e-01  5.44531804e-01]
 [ 6.33166990e-01  3.66892026e-01]
 [ 5.42092919e-01  4.57900496e-01]
 [ 2.47340809e-02  9.75253197e-01]
 [ 7.78743892e-01  2.21250807e-01]
 [ 5.95815972e-01  4.04198277e-01]
 [ 7.20308216e-01  2.79735155e-01]
 [ 5.85330154e-01  4.14673203e-01]
 [ 5.49322361e-01  4.50660501e-01]
 [-1.31664258e-01  1.13176716e+00]
 [ 4.53823085e-01  5.46203940e-01]
 [ 6.99587234e-01  3.00460186e-01]
 [ 4.64044320e-03  9.95354427e-01]
 [ 6.09791874e-01  3.90160226e-01]
 [ 1.01829842e+00 -1.82677265e-02]
 [-9.46596250e-02  1.09468445e+00]
 [ 8.78265550e-01  1.21731737e-01]
 [ 5.06462918e-01  4.93534342e-01]
 [ 4.86266258e-01  5.13710267e-01]
 [ 7.98082480e-01  2.01933688e-01]
 [ 1.01447679e-01  8.98525812e-01]
 [ 4.76549328e-01  5.23473340e-01]
 [ 6.39238628e-01  3.60766342e-01]
 [ 8.72049460e-01  1.27928109e-01]
 [ 5.57485556e-01  4.42570223e-01]
 [ 3.92691125e-01  6.07341441e-01]
 [ 4.03208441e-01  5.96738588e-01]
 [ 7.38704331e-01  2.61278800e-01]
 [ 5.53697817e-01  4.46260802e-01]
 [ 4.37631754e-01  5.62375245e-01]
 [ 6.98551421e-01  3.01474493e-01]
 [ 9.91278734e-01  8.69640862e-03]
 [ 2.14538211e-01  7.85463909e-01]
 [ 8.18291235e-01  1.81729371e-01]
 [ 6.80133884e-01  3.19877100e-01]
 [ 3.99543576e-01  6.00556454e-01]
 [ 6.59079295e-01  3.40902945e-01]
 [ 4.50727114e-01  5.49251658e-01]
 [-2.51052917e-01  1.25098811e+00]
 [ 8.04480611e-01  1.95478579e-01]
 [ 6.01971591e-01  3.98035057e-01]
 [ 4.52708564e-02  9.54787922e-01]
 [ 8.90687821e-01  1.09344926e-01]
 [-5.53130961e-01  1.55308515e+00]
 [ 6.33344007e-01  3.66617599e-01]
 [-2.76648541e-02  1.02766533e+00]
 [ 6.57971877e-01  3.42023832e-01]
 [ 2.30471205e-01  7.69502354e-01]
 [ 7.94963592e-01  2.05093688e-01]
 [ 7.17628383e-01  2.82348199e-01]
 [ 5.90910581e-01  4.09063891e-01]
 [ 4.53005339e-01  5.46990755e-01]
 [-4.10333025e-03  1.00411076e+00]
 [ 6.54806871e-01  3.45229308e-01]
 [ 6.07364435e-01  3.92626703e-01]
 [ 7.02075557e-01  2.97944040e-01]
 [ 9.28776947e-01  7.12207940e-02]
 [ 8.61973337e-01  1.38024119e-01]
 [ 6.02679452e-01  3.97330678e-01]
 [ 4.02867869e-01  5.97156813e-01]
 [ 5.52177836e-01  4.47810733e-01]
 [ 5.25024727e-01  4.74976485e-01]
 [ 7.57518709e-01  2.42477796e-01]
 [ 6.62676806e-01  3.37296428e-01]
 [ 3.32422993e-01  6.67600763e-01]
 [ 6.72937886e-01  3.27045128e-01]
 [ 8.44572166e-01  1.55467625e-01]
 [-1.07439644e-03  1.00101358e+00]
 [-2.24684981e-01  1.22458575e+00]
 [ 4.12542814e-01  5.87437636e-01]
 [ 6.61766009e-01  3.38352094e-01]
 [ 7.59162663e-01  2.40845115e-01]
 [ 5.64281842e-01  4.35687359e-01]
 [-9.40231367e-02  1.09403643e+00]
 [ 5.98067544e-01  4.01955430e-01]
 [ 6.82300634e-01  3.17699416e-01]
 [ 6.67363223e-01  3.32614292e-01]
 [ 1.03446036e+00 -3.44425245e-02]
 [ 8.36803885e-01  1.63253784e-01]
 [ 6.48006936e-01  3.52022022e-01]
 [ 7.50225642e-01  2.49741116e-01]
 [ 4.33946244e-01  5.66071371e-01]
 [ 3.95151108e-01  6.04875940e-01]
 [-8.88251519e-02  1.08886524e+00]
 [-2.12971307e-02  1.02126894e+00]
 [ 8.11953388e-01  1.88082131e-01]
 [-1.71241687e-02  1.01714649e+00]
 [-4.32360118e-01  1.43240463e+00]
 [ 6.98792410e-01  3.01179748e-01]
 [ 1.16676241e-01  8.83254116e-01]
 [ 3.90447905e-01  6.09593649e-01]
 [ 7.79355780e-01  2.20676298e-01]
 [ 1.49135727e-01  8.50960295e-01]
 [ 2.38575423e-01  7.61434503e-01]
 [ 7.43612130e-01  2.56405031e-01]
 [ 8.85061912e-01  1.14847302e-01]
 [ 2.50373502e-01  7.49716030e-01]
 [ 5.02535409e-01  4.97482375e-01]
 [ 2.98162957e-01  7.01871515e-01]
 [ 6.04296969e-01  3.95698575e-01]
 [ 5.44759780e-01  4.55217595e-01]
 [ 5.69783936e-01  4.30262073e-01]
 [ 6.36128447e-01  3.63859750e-01]
 [ 5.72980313e-03  9.94176822e-01]
 [ 8.66818554e-01  1.33216951e-01]
 [ 5.33081244e-01  4.66925034e-01]
 [ 1.03644313e+00 -3.63765845e-02]
 [ 5.71450319e-01  4.28555179e-01]
 [ 4.41661866e-01  5.58362922e-01]
 [ 7.53081955e-01  2.46891343e-01]
 [ 5.51798991e-01  4.48170346e-01]
 [ 5.24292458e-01  4.75700556e-01]
 [ 7.98969395e-01  2.01039764e-01]
 [ 6.36121249e-01  3.63918968e-01]
 [-1.45203748e-01  1.14521196e+00]
 [-3.86529561e-02  1.03861877e+00]
 [ 9.31220838e-02  9.06888564e-01]
 [-3.78134613e-02  1.03786333e+00]
 [ 6.68051745e-01  3.31933734e-01]
 [ 2.88042376e-01  7.11947416e-01]
 [ 6.28176921e-01  3.71861971e-01]
 [-3.55827195e-01  1.35587845e+00]
 [ 9.81202018e-01  1.88399968e-02]
 [ 1.01821604e+00 -1.82577645e-02]
 [ 8.35885937e-01  1.64070774e-01]
 [ 1.33665266e-01  8.66274713e-01]
 [ 7.86769974e-01  2.13224925e-01]
 [ 7.57315297e-01  2.42706436e-01]
 [-2.32471506e-01  1.23252357e+00]
 [ 5.80878267e-01  4.19111546e-01]
 [ 2.20996720e-01  7.79073029e-01]
 [ 1.37389431e-01  8.62618669e-01]
 [ 1.91706707e-01  8.08262024e-01]
 [ 6.68720460e-01  3.31303504e-01]
 [ 7.26901723e-01  2.73061748e-01]
 [ 9.76827163e-01  2.31978254e-02]
 [ 3.89267633e-01  6.10756936e-01]
 [ 7.87015296e-01  2.12997939e-01]
 [ 4.74825438e-01  5.25129627e-01]
 [ 1.15534705e+00 -1.55341007e-01]
 [ 5.00676958e-01  4.99322748e-01]
 [ 8.04124370e-01  1.95848088e-01]
 [-3.13810799e-02  1.03140353e+00]
 [ 8.03808686e-01  1.96177519e-01]
 [-4.16379788e-01  1.41646638e+00]
 [ 3.94259169e-01  6.05668903e-01]
 [-7.91543257e-02  1.07910585e+00]
 [ 4.40610981e-01  5.59430487e-01]
 [ 7.07542549e-01  2.92501032e-01]
 [ 3.18905102e-01  6.81081247e-01]
 [ 4.92613578e-01  5.07426193e-01]
 [ 8.16756446e-01  1.83211447e-01]
 [ 1.78008431e-01  8.21989814e-01]
 [ 1.93760692e-01  8.06267160e-01]
 [ 7.40485825e-01  2.59536514e-01]
 [ 4.68109928e-01  5.31898557e-01]
 [ 1.80855145e-01  8.19160167e-01]
 [ 6.90685424e-01  3.09345616e-01]
 [ 5.51672172e-01  4.48337943e-01]
 [ 7.02064416e-01  2.97925731e-01]
 [ 9.82249947e-01  1.77365556e-02]
 [-1.19862940e-01  1.11989248e+00]
 [ 5.72164394e-01  4.27860737e-01]
 [-1.30402991e-01  1.13033941e+00]
 [ 5.41254673e-01  4.58756145e-01]
 [-2.28316585e-01  1.22825329e+00]
 [ 4.08005592e-01  5.91952108e-01]
 [ 8.18722719e-01  1.81287736e-01]
 [ 5.88968969e-01  4.11031804e-01]
 [ 7.54641414e-01  2.45385415e-01]
 [ 4.22336322e-01  5.77669459e-01]
 [ 6.76296306e-01  3.23752144e-01]
 [ 1.03379127e+00 -3.37847396e-02]
 [ 1.34766282e-01  8.65235684e-01]
 [ 7.09896220e-02  9.28991165e-01]
 [ 2.56615474e-01  7.43361641e-01]
 [-1.54532094e-01  1.15458761e+00]
 [-4.24629349e-02  1.04251445e+00]
 [ 5.75252027e-01  4.24726259e-01]
 [ 1.12327451e+00 -1.23402246e-01]
 [ 2.26722050e-01  7.73343667e-01]
 [ 6.10585750e-01  3.89426818e-01]
 [ 7.37987583e-01  2.62002505e-01]
 [ 3.90200745e-01  6.09743654e-01]
 [ 6.83526251e-01  3.16467227e-01]
 [ 6.17673488e-01  3.82317548e-01]
 [ 7.65595570e-01  2.34402406e-01]
 [ 6.05382026e-01  3.94628099e-01]
 [ 4.42668599e-01  5.57360868e-01]
 [ 7.05369174e-01  2.94656646e-01]
 [ 2.69133962e-01  7.30831302e-01]
 [ 7.51960100e-01  2.48043344e-01]
 [ 1.23777738e-01  8.76177879e-01]
 [ 1.72877854e-01  8.27133604e-01]
 [-1.40498061e-01  1.14053236e+00]
 [ 2.87206386e-01  7.12765342e-01]
 [ 6.34002246e-01  3.65943272e-01]
 [ 5.75771320e-01  4.24215648e-01]
 [ 4.51436654e-01  5.48561416e-01]
 [ 2.44139263e-01  7.55837694e-01]
 [ 2.79019616e-01  7.20962653e-01]
 [-1.21037367e-01  1.12105390e+00]
 [-1.61952719e-01  1.16199643e+00]
 [ 8.04816591e-01  1.95156785e-01]
 [-4.89161038e-02  1.04894057e+00]
 [-7.15062126e-01  1.71505755e+00]
 [ 2.26203009e-01  7.73818206e-01]
 [ 3.20079160e-01  6.79932972e-01]
 [ 7.67284718e-02  9.23344989e-01]
 [ 5.76637434e-01  4.23355158e-01]
 [ 2.97715554e-01  7.02171402e-01]
 [ 8.88129273e-01  1.11863313e-01]
 [ 6.92340390e-01  3.07669497e-01]
 [ 6.80309068e-01  3.19697726e-01]
 [ 9.79942360e-02  9.01998656e-01]
 [ 9.14864615e-01  8.52103633e-02]
 [ 3.34243987e-01  6.65790565e-01]
 [ 8.33789859e-01  1.66218755e-01]
 [ 7.05709542e-03  9.92984584e-01]
 [ 3.85318233e-01  6.14691705e-01]
 [ 9.06296811e-01  9.36964077e-02]
 [-1.29959515e-01  1.12994977e+00]
 [-2.36607029e-01  1.23661271e+00]
 [ 4.65599309e-01  5.34387903e-01]
 [-2.24391519e-01  1.22442095e+00]
 [-1.81138201e-01  1.18107265e+00]
 [ 7.49999626e-01  2.49993196e-01]
 [ 6.08240582e-01  3.91762328e-01]
 [ 8.37969276e-01  1.62033949e-01]
 [ 9.46381297e-01  5.36060500e-02]
 [ 5.38388214e-01  4.61649851e-01]
 [ 7.65620885e-01  2.34385837e-01]
 [ 4.29861484e-01  5.70172946e-01]
 [ 7.22842429e-01  2.77176671e-01]
 [ 1.15852042e-01  8.84297274e-01]
 [ 7.65144910e-01  2.34935895e-01]
 [ 5.83457434e-01  4.16519016e-01]
 [-2.36004207e-01  1.23593407e+00]
 [ 6.41863575e-01  3.58138257e-01]
 [ 5.51350712e-01  4.48663716e-01]
 [-5.55274967e-02  1.05541251e+00]
 [ 6.22234029e-02  9.37727744e-01]
 [ 9.49967698e-01  4.99747409e-02]
 [-1.85663612e-02  1.01852628e+00]
 [ 5.55004941e-01  4.44991610e-01]
 [ 6.23249845e-01  3.76766965e-01]
 [ 6.41596988e-01  3.58393010e-01]
 [ 5.28662617e-01  4.71277751e-01]
 [-1.55750896e-01  1.15573515e+00]
 [ 6.44540129e-01  3.55482870e-01]
 [ 6.77079992e-01  3.22937598e-01]
 [ 5.65436266e-01  4.34548208e-01]
 [ 4.32142784e-01  5.67825307e-01]
 [ 5.95399394e-01  4.04625601e-01]
 [ 2.57060492e-01  7.42985181e-01]
 [ 8.23659862e-02  9.17644240e-01]
 [ 9.96077106e-01  3.87763532e-03]
 [ 5.99348695e-01  4.00627673e-01]
 [ 4.02346694e-01  5.97660524e-01]
 [ 6.11557076e-02  9.38843795e-01]
 [ 6.92452683e-01  3.07534546e-01]
 [ 2.24179849e-01  7.75798882e-01]
 [-1.05514117e-01  1.10552515e+00]
 [-1.47704592e-01  1.14766331e+00]
 [ 1.27434309e-01  8.72608890e-01]
 [ 7.13980799e-01  2.85967938e-01]
 [ 1.68698442e-01  8.31284751e-01]
 [ 1.95316146e-01  8.04697490e-01]
 [ 9.90377689e-01  9.55696210e-03]
 [ 8.29239026e-01  1.70780126e-01]
 [ 5.10224996e-01  4.89778478e-01]
 [ 7.81331124e-01  2.18657424e-01]
 [ 8.11062995e-01  1.88905820e-01]
 [ 5.83720520e-01  4.16268477e-01]
 [ 3.13585679e-01  6.86423815e-01]
 [ 9.52415158e-01  4.76139157e-02]
 [ 7.81371330e-01  2.18622933e-01]
 [ 9.29458476e-01  7.05808902e-02]
 [ 8.34339158e-01  1.65698940e-01]
 [ 4.54382177e-01  5.45674892e-01]
 [ 7.90393837e-01  2.09600809e-01]
 [ 1.42018167e-01  8.58035846e-01]
 [ 7.02464424e-01  2.97557246e-01]
 [ 7.13822455e-01  2.86189489e-01]
 [ 2.07282809e-01  7.92734559e-01]
 [ 1.91465306e-01  8.08622775e-01]
 [ 4.89462578e-01  5.10544993e-01]
 [ 5.34734374e-01  4.65271573e-01]
 [ 2.50884651e-01  7.49170154e-01]
 [ 7.12761197e-01  2.87154680e-01]
 [ 1.04147580e+00 -4.15520496e-02]
 [-1.14045833e-01  1.11399709e+00]
 [ 8.84842843e-01  1.15164017e-01]
 [-4.08069967e-02  1.04082862e+00]
 [ 8.50896208e-01  1.49129136e-01]
 [ 3.42700388e-01  6.57298273e-01]
 [ 3.86268597e-01  6.13756145e-01]
 [ 3.60294781e-01  6.39755871e-01]
 [ 7.38531816e-01  2.61491533e-01]
 [ 4.54650705e-01  5.45323434e-01]
 [ 4.86385776e-01  5.13576086e-01]
 [ 4.72371323e-01  5.27596633e-01]
 [ 3.43228855e-01  6.56781597e-01]
 [ 6.43293033e-01  3.56678696e-01]
 [ 9.57751076e-01  4.22125193e-02]
 [ 4.65825967e-01  5.34197787e-01]
 [ 5.22471416e-01  4.77522405e-01]
 [ 5.53309855e-01  4.46710183e-01]
 [ 6.82930720e-01  3.17114848e-01]
 [ 9.13238590e-01  8.67563150e-02]
 [ 1.88013340e-01  8.11919321e-01]
 [ 6.94851174e-01  3.05116554e-01]
 [ 2.26883289e-01  7.73131095e-01]
 [ 6.37246757e-01  3.62744554e-01]
 [ 1.70976545e-01  8.29136944e-01]
 [ 2.15349326e-01  7.84608600e-01]
 [ 8.23542204e-01  1.76462650e-01]
 [ 7.25267587e-02  9.27498618e-01]
 [ 6.13042570e-01  3.86945706e-01]
 [ 4.33330763e-01  5.66644920e-01]
 [ 7.18706577e-01  2.81265304e-01]
 [ 1.16403843e+00 -1.64047144e-01]
 [ 4.55724288e-01  5.44291544e-01]
 [ 6.18532656e-01  3.81427324e-01]
 [ 5.86665212e-01  4.13326028e-01]
 [ 4.71775016e-01  5.28195215e-01]
 [-2.46624834e-01  1.24666536e+00]
 [ 6.09447378e-01  3.90583846e-01]
 [ 5.48359902e-01  4.51590007e-01]
 [ 3.63904372e-01  6.36075129e-01]
 [ 5.92200985e-02  9.40766536e-01]
 [ 2.27087433e-01  7.72940263e-01]
 [ 5.64734590e-01  4.35320856e-01]
 [ 7.26612779e-01  2.73366788e-01]
 [ 5.62623933e-01  4.37353176e-01]
 [ 1.19476045e+00 -1.94778936e-01]
 [-1.74527750e-01  1.17441884e+00]
 [ 4.64492072e-01  5.35516711e-01]
 [ 3.42679716e-01  6.57347553e-01]]
