[[-5.14183044e-02  1.05140400e+00]
 [ 1.03245544e+00 -3.24516296e-02]
 [ 4.31337357e-02  9.56857681e-01]
 [-9.84878540e-02  1.09848881e+00]
 [ 9.67305183e-01  3.26929092e-02]
 [ 1.10333157e+00 -1.03328705e-01]
 [ 5.11511803e-01  4.88484383e-01]
 [ 7.71301270e-01  2.28691101e-01]
 [ 8.39630127e-01  1.60366058e-01]
 [ 6.49682999e-01  3.50307465e-01]
 [ 5.25552750e-01  4.74442482e-01]
 [-1.01108551e-02  1.01010513e+00]
 [ 7.38981247e-01  2.61010170e-01]
 [-1.02467537e-01  1.10246181e+00]
 [ 6.31827354e-01  3.68172646e-01]
 [ 6.50949478e-01  3.49035263e-01]
 [ 4.47053909e-01  5.52932739e-01]
 [ 7.53058434e-01  2.46927261e-01]
 [ 7.13646889e-01  2.86348343e-01]
 [ 5.40922165e-01  4.59075928e-01]
 [ 9.27991867e-02  9.07193184e-01]
 [ 6.73017502e-02  9.32696342e-01]
 [ 8.13369751e-01  1.86635017e-01]
 [ 8.70279312e-01  1.29723549e-01]
 [ 7.32582092e-01  2.67401695e-01]
 [-5.37128448e-02  1.05371857e+00]
 [ 9.76381302e-01  2.36129761e-02]
 [ 2.36425400e-01  7.63573647e-01]
 [ 4.90716934e-01  5.09272575e-01]
 [-1.41572952e-02  1.01416016e+00]
 [ 1.04863834e+00 -4.86450195e-02]
 [-6.53581619e-02  1.06535435e+00]
 [ 5.15326500e-01  4.84674454e-01]
 [ 8.87881279e-01  1.12123489e-01]
 [ 7.19152451e-01  2.80856133e-01]
 [ 8.14968109e-01  1.85011864e-01]
 [ 9.27935600e-01  7.20682144e-02]
 [ 6.98249817e-01  3.01744461e-01]
 [ 4.52969551e-01  5.47023773e-01]
 [ 3.80184174e-01  6.19815826e-01]
 [ 5.80553055e-01  4.19444084e-01]
 [-1.67671204e-01  1.16766453e+00]
 [ 9.34830666e-01  6.51607513e-02]
 [ 9.30711746e-01  6.92863464e-02]
 [ 8.82460594e-01  1.17514610e-01]
 [ 1.05482006e+00 -5.48257828e-02]
 [ 6.61694527e-01  3.38303566e-01]
 [ 6.78691864e-01  3.21298599e-01]
 [ 7.79935837e-01  2.20063210e-01]
 [ 1.09899139e+00 -9.89980698e-02]
 [ 1.01801777e+00 -1.80139542e-02]
 [ 9.91373062e-02  9.00865555e-01]
 [ 5.40740013e-01  4.59261894e-01]
 [ 6.67256355e-01  3.32738876e-01]
 [ 3.39307785e-02  9.66066360e-01]
 [ 2.79335976e-01  7.20671654e-01]
 [ 1.11559105e+00 -1.15590096e-01]
 [ 7.80792236e-02  9.21906471e-01]
 [ 6.63460732e-01  3.36531639e-01]
 [ 4.16594505e-01  5.83393097e-01]
 [ 7.83956528e-01  2.16037750e-01]
 [ 8.52704048e-01  1.47288322e-01]
 [-2.30875015e-01  1.23087120e+00]
 [ 1.06978130e+00 -6.97774887e-02]
 [ 3.95869255e-01  6.04118347e-01]
 [ 9.39023972e-01  6.09731674e-02]
 [ 5.99272728e-01  4.00713921e-01]
 [ 7.27023125e-01  2.72974014e-01]
 [ 7.09951401e-01  2.90047646e-01]
 [ 8.12771797e-01  1.87219620e-01]
 [ 7.41901398e-02  9.25801277e-01]
 [ 4.60644722e-01  5.39351463e-01]
 [ 5.84809303e-01  4.15188789e-01]
 [ 1.06906891e-03  9.98925209e-01]
 [ 8.71190071e-01  1.28796577e-01]
 [ 7.37893105e-01  2.62106895e-01]
 [ 9.74741936e-01  2.52542496e-02]
 [ 3.50055695e-02  9.64987755e-01]
 [ 7.41953850e-01  2.58045197e-01]
 [ 4.53492165e-01  5.46501160e-01]
 [-6.83431625e-02  1.06833363e+00]
 [-1.09767914e-03  1.00109482e+00]
 [ 1.05669022e+00 -5.66873550e-02]
 [ 4.35268402e-01  5.64734459e-01]
 [ 5.39561272e-01  4.60439682e-01]
 [ 1.11998558e-01  8.87989998e-01]
 [ 1.03142357e+00 -3.14350128e-02]
 [ 6.56186104e-01  3.43792915e-01]
 [ 3.39412689e-02  9.66062546e-01]
 [ 3.99532318e-01  6.00460052e-01]
 [ 1.66893005e-04  9.99834061e-01]
 [ 7.15578079e-01  2.84410477e-01]
 [ 4.19748306e-01  5.80246925e-01]
 [ 5.74805260e-01  4.25191879e-01]
 [ 3.39241982e-01  6.60755157e-01]
 [ 1.06319904e+00 -6.31990433e-02]
 [ 7.50951767e-01  2.49053001e-01]
 [ 8.12917709e-01  1.87068939e-01]
 [ 9.59976196e-01  4.00094986e-02]
 [ 4.90684509e-01  5.09310722e-01]
 [ 2.44965553e-01  7.55039215e-01]
 [ 1.02767277e+00 -2.76832581e-02]
 [ 2.62434006e-01  7.37557411e-01]
 [ 1.07309437e+00 -7.31134415e-02]
 [ 4.86288071e-02  9.51382637e-01]
 [ 1.09263897e+00 -9.26399231e-02]
 [-4.40236092e-01  1.44023895e+00]
 [ 6.30191803e-01  3.69800568e-01]
 [ 3.02645683e-01  6.97340012e-01]
 [ 8.70783806e-01  1.29197121e-01]
 [ 7.32301712e-01  2.67690659e-01]
 [ 1.23475075e-01  8.76527786e-01]
 [ 9.20778275e-01  7.92226791e-02]
 [-1.73944473e-01  1.17393684e+00]
 [-1.18140221e-01  1.11814404e+00]
 [ 1.04129505e+00 -4.12874222e-02]
 [ 1.35480499e+00 -3.54812622e-01]
 [ 8.05975914e-01  1.94020271e-01]
 [-6.37502670e-02  1.06373215e+00]
 [ 1.07584286e+00 -7.58523941e-02]
 [ 5.45925140e-01  4.54063416e-01]
 [-3.19299698e-02  1.03193188e+00]
 [ 1.06077194e-01  8.93910408e-01]
 [ 9.85285759e-01  1.47151947e-02]
 [-1.58023834e-03  1.00157928e+00]
 [ 1.07081318e+00 -7.08112717e-02]
 [ 4.21108246e-01  5.78889847e-01]
 [ 8.01420212e-01  1.98582649e-01]
 [ 1.43832207e-01  8.56169701e-01]
 [ 7.74296761e-01  2.25695610e-01]
 [ 7.44263649e-01  2.55735397e-01]
 [ 7.56811142e-01  2.43182182e-01]
 [ 3.60978127e-01  6.39019012e-01]
 [ 6.64580345e-01  3.35419655e-01]
 [ 1.49469376e-02  9.85049248e-01]
 [ 1.02211952e-01  8.97785187e-01]
 [ 6.57051086e-01  3.42938423e-01]
 [ 6.42893791e-01  3.57102394e-01]
 [-8.99496078e-02  1.08993721e+00]
 [ 5.34944534e-02  9.46503639e-01]
 [ 7.23791122e-01  2.76204109e-01]
 [ 6.90060616e-01  3.09927940e-01]
 [ 3.29285622e-01  6.70715332e-01]
 [-2.25715637e-02  1.02256298e+00]
 [-1.39708519e-01  1.13970280e+00]
 [-1.63741112e-01  1.16374207e+00]
 [ 7.76958466e-01  2.23032951e-01]
 [ 7.33584404e-01  2.66411781e-01]
 [ 9.84494209e-01  1.54914856e-02]
 [ 7.46832848e-01  2.53170967e-01]
 [ 1.40055656e-01  8.59947205e-01]
 [ 2.64158249e-02  9.73575592e-01]
 [ 1.21021938e+00 -2.10231781e-01]
 [ 7.48799324e-01  2.51193047e-01]
 [ 5.86742401e-01  4.13236618e-01]
 [ 2.75401115e-01  7.24587440e-01]
 [ 5.52963257e-01  4.47019577e-01]
 [ 6.59801483e-01  3.40193748e-01]
 [ 8.53771210e-01  1.46230698e-01]
 [ 1.87827110e-01  8.12176704e-01]
 [ 5.07493019e-01  4.92500305e-01]
 [ 5.89523315e-02  9.41037178e-01]
 [ 1.02319717e+00 -2.31952667e-02]
 [ 8.84387016e-01  1.15606308e-01]
 [ 6.20864868e-01  3.79139900e-01]
 [ 5.86332321e-01  4.13664818e-01]
 [ 6.95276260e-01  3.04715157e-01]
 [ 2.73861885e-01  7.26144791e-01]
 [ 6.26735687e-01  3.73251915e-01]
 [ 1.54590607e-03  9.98449326e-01]
 [-1.47161484e-02  1.01470566e+00]
 [ 9.70609665e-01  2.93788910e-02]
 [ 8.56484413e-01  1.43522263e-01]
 [ 1.88880920e-01  8.11120033e-01]
 [ 2.45202065e-01  7.54792213e-01]
 [ 8.66830826e-01  1.33161545e-01]
 [ 8.78198624e-01  1.21792793e-01]
 [-2.01333046e-01  1.20132160e+00]
 [ 6.65260315e-01  3.34724426e-01]
 [ 5.33896446e-01  4.66096878e-01]
 [ 6.54086113e-01  3.45904350e-01]
 [ 5.17356873e-01  4.82645988e-01]
 [-1.38172150e-01  1.13815880e+00]
 [ 5.54444313e-01  4.45549965e-01]
 [ 2.99367905e-02  9.70051765e-01]
 [ 8.79859924e-03  9.91197586e-01]
 [ 7.99129486e-01  2.00868607e-01]
 [ 8.08846474e-01  1.91135406e-01]
 [ 1.75129890e-01  8.24872017e-01]
 [ 4.82736588e-01  5.17266273e-01]
 [ 5.60526848e-01  4.39465523e-01]
 [-1.82412148e-01  1.18241119e+00]
 [ 2.64502525e-01  7.35492706e-01]
 [ 1.32854462e-01  8.67142677e-01]
 [ 6.02953911e-01  3.97040367e-01]
 [-7.02953339e-02  1.07028675e+00]
 [ 2.47155190e-01  7.52841949e-01]
 [ 2.24532127e-01  7.75467873e-01]
 [ 5.71986198e-01  4.28008080e-01]
 [ 6.55992508e-01  3.44017029e-01]
 [ 8.79145622e-01  1.20850563e-01]
 [ 3.13618660e-01  6.86369896e-01]
 [ 5.50929070e-01  4.49069023e-01]
 [ 5.34424782e-01  4.65577126e-01]
 [ 1.33120537e-01  8.66883278e-01]
 [ 1.05774021e+00 -5.77411652e-02]
 [ 8.88499260e-01  1.11492157e-01]
 [-1.64072037e-01  1.16407204e+00]
 [ 3.41112137e-01  6.58883095e-01]
 [ 8.15969467e-01  1.84026718e-01]
 [ 7.72532463e-01  2.27463722e-01]
 [ 9.20121193e-01  7.98835754e-02]
 [ 4.24016953e-01  5.75999260e-01]
 [ 8.92141342e-01  1.07852936e-01]
 [ 6.46166801e-01  3.53823662e-01]
 [ 7.99664497e-01  2.00338364e-01]
 [ 8.82209778e-01  1.17787361e-01]
 [ 5.96582413e-01  4.03416634e-01]
 [ 8.52284431e-01  1.47712708e-01]
 [ 4.74074364e-01  5.25913239e-01]
 [ 7.18619347e-01  2.81377792e-01]
 [-1.00746155e-02  1.01006985e+00]
 [ 4.02077675e-01  5.97926140e-01]
 [ 8.11185837e-01  1.88819885e-01]
 [-2.04687119e-02  1.02046680e+00]
 [ 9.58640099e-01  4.13513184e-02]
 [ 1.01697540e+00 -1.69820786e-02]
 [ 8.38562965e-01  1.61429405e-01]
 [-5.10730743e-02  1.05107307e+00]
 [ 6.62494659e-01  3.37497711e-01]
 [ 3.41368675e-01  6.58625603e-01]
 [ 6.93726540e-01  3.06273460e-01]
 [-1.33465767e-01  1.13345909e+00]
 [ 6.31860733e-01  3.68132591e-01]
 [ 6.69149399e-01  3.30847740e-01]
 [ 4.25757408e-01  5.74234009e-01]
 [ 3.90520096e-01  6.09473228e-01]
 [-5.34019470e-02  1.05339622e+00]
 [ 8.29200745e-01  1.70798302e-01]
 [ 9.78734016e-01  2.12507248e-02]
 [ 6.35366440e-02  9.36464310e-01]
 [ 5.03196716e-02  9.49663162e-01]
 [ 5.44411659e-01  4.55587387e-01]
 [ 3.62819672e-01  6.37182236e-01]
 [ 5.34651756e-01  4.65336800e-01]
 [ 1.08866978e+00 -8.86726379e-02]
 [ 7.84383774e-01  2.15597153e-01]
 [ 1.46675110e-03  9.98527527e-01]
 [ 3.79821777e-01  6.20170593e-01]
 [ 3.76405716e-01  6.23579979e-01]
 [ 1.61379814e-01  8.38609695e-01]
 [ 5.24294853e-01  4.75703239e-01]
 [-2.62792587e-01  1.26278591e+00]
 [ 1.08515167e+00 -8.51488113e-02]
 [ 5.09408951e-01  4.90591049e-01]
 [ 2.70972252e-01  7.29024887e-01]
 [ 1.03691292e+00 -3.69243622e-02]
 [ 8.41847420e-01  1.58143044e-01]
 [ 1.15341473e+00 -1.53416634e-01]
 [-1.96496010e-01  1.19648838e+00]
 [ 2.35022545e-01  7.64979362e-01]
 [-1.27851486e-01  1.12784290e+00]
 [ 7.50976562e-01  2.49019623e-01]
 [ 1.75037384e-02  9.82494354e-01]
 [ 1.34572029e-01  8.65424156e-01]
 [-8.96883011e-02  1.08967400e+00]
 [ 3.29787254e-01  6.70212746e-01]
 [ 9.99963760e-01  1.71661377e-05]
 [ 3.25947762e-01  6.74046516e-01]
 [ 6.84312820e-01  3.15687180e-01]
 [ 2.11458206e-02  9.78842735e-01]
 [ 1.02526188e+00 -2.52733231e-02]
 [ 7.06046104e-01  2.93947220e-01]
 [-3.85570526e-02  1.03855515e+00]
 [-9.57775116e-03  1.00957298e+00]
 [-8.03594589e-02  1.08035946e+00]
 [ 1.03406906e+00 -3.40652466e-02]
 [ 7.31611252e-01  2.68384933e-01]
 [ 7.92684555e-01  2.07315445e-01]
 [ 5.77888489e-02  9.42205429e-01]
 [ 9.21077728e-02  9.07890320e-01]
 [ 1.30624771e-02  9.86944199e-01]
 [-5.98907471e-04  1.00058842e+00]
 [ 1.54409409e-01  8.45579147e-01]
 [ 7.69077301e-01  2.30924606e-01]
 [ 1.58491135e-01  8.41507912e-01]
 [ 4.22117233e-01  5.77872276e-01]
 [ 7.35300064e-01  2.64693260e-01]
 [ 6.60312653e-01  3.39685440e-01]
 [-2.87885666e-02  1.02877522e+00]
 [ 9.62584496e-01  3.74050140e-02]
 [ 5.85023880e-01  4.14969444e-01]
 [-1.40364647e-01  1.14037037e+00]
 [-4.83417511e-03  1.00484276e+00]
 [ 6.11803055e-01  3.88205528e-01]
 [ 7.44343758e-01  2.55655289e-01]
 [ 1.95343971e-01  8.04653168e-01]
 [ 9.58714485e-01  4.12769318e-02]
 [ 1.03126717e+00 -3.12690735e-02]
 [ 3.04403305e-02  9.69549179e-01]
 [ 4.55683708e-01  5.44315338e-01]
 [-2.55663872e-01  1.25565815e+00]
 [ 8.28666687e-01  1.71320915e-01]
 [ 2.83248901e-01  7.16755867e-01]
 [ 8.82435799e-01  1.17558479e-01]
 [-8.14437866e-04  1.00080490e+00]
 [ 4.34676170e-01  5.65306664e-01]
 [ 2.36926079e-01  7.63071060e-01]
 [ 1.03168488e-02  9.89687920e-01]
 [ 6.24075890e-01  3.75927925e-01]
 [ 7.25522041e-01  2.74471283e-01]
 [ 4.59581375e-01  5.40406227e-01]
 [ 8.54751587e-01  1.45239830e-01]
 [ 3.78333092e-01  6.21658325e-01]
 [ 5.88476181e-01  4.11521912e-01]
 [ 2.71763802e-01  7.28240013e-01]
 [ 9.73073959e-01  2.69212723e-02]
 [ 7.53211975e-03  9.92463112e-01]
 [ 1.43326759e-01  8.56661797e-01]
 [ 5.39110184e-01  4.60880280e-01]
 [ 6.22122765e-01  3.77872467e-01]
 [-1.91343307e-01  1.19134617e+00]
 [ 7.39481926e-01  2.60512352e-01]
 [ 4.73410606e-01  5.26592255e-01]
 [-7.37476349e-03  1.00737762e+00]
 [ 2.56931305e-01  7.43074417e-01]
 [ 3.30801010e-02  9.66920853e-01]
 [ 5.31116486e-01  4.68873024e-01]
 [ 8.02647591e-01  1.97344780e-01]
 [ 7.92359352e-01  2.07640648e-01]
 [ 8.46666336e-01  1.53326035e-01]
 [ 1.02585411e+00 -2.58560181e-02]
 [ 1.58789635e-01  8.41204643e-01]
 [ 7.17846870e-01  2.82149315e-01]
 [ 7.25292206e-01  2.74702072e-01]
 [-1.22700691e-01  1.12269306e+00]
 [ 5.60338974e-01  4.39653397e-01]
 [ 5.49717903e-01  4.50277328e-01]
 [ 3.68725777e-01  6.31266594e-01]
 [ 1.35879517e-02  9.86403465e-01]
 [ 8.13179016e-01  1.86811447e-01]
 [ 2.57648468e-01  7.42361069e-01]
 [ 9.34271812e-01  6.57272339e-02]
 [ 1.02551365e+00 -2.55165100e-02]
 [ 8.62250328e-01  1.37739182e-01]
 [ 1.26182747e+00 -2.61837959e-01]
 [ 2.90050507e-01  7.09949493e-01]
 [-4.93099213e-01  1.49309158e+00]
 [ 1.00257874e-01  8.99732590e-01]
 [-5.61444283e-01  1.56144524e+00]
 [ 8.02258492e-01  1.97740555e-01]
 [ 3.01406860e-01  6.98593140e-01]
 [ 8.16125870e-02  9.18375015e-01]
 [ 6.73570633e-02  9.32643890e-01]
 [-2.71419525e-01  1.27141476e+00]
 [ 6.53524399e-01  3.46462250e-01]
 [ 1.00012207e+00 -1.18255615e-04]
 [ 5.12988091e-01  4.87006187e-01]
 [ 9.21182632e-02  9.07882690e-01]
 [ 3.25451851e-01  6.74553871e-01]
 [ 9.02261734e-01  9.77277756e-02]
 [ 6.18244171e-01  3.81755829e-01]
 [ 9.48216438e-01  5.17845154e-02]
 [-1.08698845e-01  1.10868645e+00]
 [ 5.72242737e-01  4.27752495e-01]
 [ 8.65860939e-01  1.34140015e-01]
 [ 7.38549232e-01  2.61444092e-01]
 [ 1.96592331e-01  8.03397179e-01]
 [ 9.31469917e-01  6.85262680e-02]
 [ 5.31539917e-02  9.46840286e-01]
 [ 9.69340324e-01  3.06606293e-02]
 [ 4.16927338e-02  9.58302498e-01]
 [ 7.08905220e-01  2.91095734e-01]
 [ 2.77733803e-01  7.22268105e-01]
 [-3.13913345e-01  1.31390953e+00]
 [ 5.44399261e-01  4.55585480e-01]
 [ 1.04811859e+00 -4.81138229e-02]
 [ 4.68969345e-02  9.53092575e-01]
 [-1.26648903e-01  1.12664700e+00]
 [ 1.63249016e-01  8.36746216e-01]
 [ 1.09324837e+00 -9.32559967e-02]
 [ 5.82291603e-01  4.17698860e-01]
 [ 5.74526787e-01  4.25457001e-01]
 [ 2.20501900e-01  7.79490471e-01]
 [ 8.19374084e-01  1.80631638e-01]
 [ 6.21083260e-01  3.78910065e-01]
 [ 4.00747299e-01  5.99252701e-01]
 [ 1.28593445e-02  9.87130165e-01]
 [ 5.39311409e-01  4.60688591e-01]
 [ 7.64012337e-01  2.35976219e-01]
 [ 7.62380600e-01  2.37627983e-01]
 [ 5.56342125e-01  4.43658829e-01]
 [ 6.96764946e-01  3.03220749e-01]
 [ 6.26850128e-01  3.73147011e-01]
 [ 6.59665108e-01  3.40326309e-01]
 [ 4.50472832e-01  5.49524307e-01]
 [ 1.11625385e+00 -1.16262436e-01]
 [ 5.62488556e-01  4.37508583e-01]
 [ 9.19691086e-01  8.03003311e-02]
 [ 2.13264465e-01  7.86734581e-01]
 [ 3.23359489e-01  6.76633835e-01]
 [ 1.08099651e+00 -8.10117722e-02]
 [ 1.74926758e-01  8.25083733e-01]
 [ 8.27317238e-01  1.72664642e-01]
 [ 3.43730927e-01  6.56268120e-01]
 [ 5.30270576e-01  4.69717026e-01]
 [ 8.16551208e-01  1.83452606e-01]
 [ 8.82420540e-01  1.17575645e-01]
 [ 3.11279297e-01  6.88719749e-01]
 [ 8.79783630e-01  1.20207787e-01]
 [ 1.97423935e-01  8.02574158e-01]
 [ 9.81950760e-02  9.01803970e-01]
 [ 5.68759918e-01  4.31234360e-01]
 [ 7.20558167e-02  9.27931786e-01]
 [ 5.33571243e-02  9.46650505e-01]
 [ 9.79976654e-01  2.00204849e-02]
 [ 6.28643990e-01  3.71352196e-01]
 [ 6.09273911e-02  9.39069748e-01]
 [ 3.12194824e-01  6.87801361e-01]
 [-7.83977509e-02  1.07839680e+00]
 [ 7.78236389e-02  9.22158241e-01]
 [ 1.31359386e+00 -3.13597679e-01]
 [ 6.14822388e-01  3.85173798e-01]
 [ 7.85353661e-01  2.14640617e-01]
 [ 7.61301041e-01  2.38690376e-01]
 [ 5.75606346e-01  4.24377441e-01]
 [ 7.63199806e-01  2.36804962e-01]]
