[[ 6.87809934e-01]
 [ 7.37793034e-01]
 [ 7.40376955e-01]
 [ 7.59969077e-01]
 [ 6.52451499e-01]
 [ 8.89430490e-01]
 [ 5.94565749e-01]
 [ 5.94565749e-01]
 [ 7.03578469e-01]
 [ 1.12206074e+00]
 [ 7.54829015e-01]
 [ 1.10774804e+00]
 [ 1.09747422e+00]
 [ 8.16916501e-01]
 [ 8.08237432e-01]
 [ 7.69890707e-01]
 [ 8.89219387e-01]
 [ 7.54829015e-01]
 [ 7.17692155e-01]
 [ 6.24189754e-01]
 [ 6.90528480e-01]
 [ 4.74663111e-01]
 [ 6.95644739e-01]
 [ 6.54100184e-01]
 [ 7.71255244e-01]
 [ 5.78356981e-01]
 [ 7.37822564e-01]
 [ 7.38456305e-01]
 [ 5.49892792e-01]
 [ 7.04782773e-01]
 [ 6.93200223e-01]
 [ 8.89148636e-01]
 [ 6.31500976e-01]
 [ 6.31500976e-01]
 [ 7.48463974e-01]
 [ 7.97792424e-01]
 [ 7.60806456e-01]
 [ 8.70275782e-01]
 [ 7.46848559e-01]
 [ 8.90740659e-01]
 [ 7.05145376e-01]
 [ 6.02270729e-01]
 [ 9.91108981e-01]
 [ 8.84263518e-01]
 [ 6.79738894e-01]
 [ 5.69364021e-01]
 [ 6.83519530e-01]
 [ 4.71534387e-01]
 [ 6.56857880e-01]
 [ 7.60243610e-01]
 [ 1.09508981e+00]
 [ 5.94565749e-01]
 [ 3.67421657e-01]
 [ 6.95687557e-01]
 [ 5.08667345e-01]
 [ 6.05494382e-01]
 [ 8.14944890e-01]
 [ 8.22248197e-01]
 [ 1.07225377e+00]
 [ 8.47885561e-01]
 [ 7.58001761e-01]
 [ 6.45228247e-01]
 [ 5.94565749e-01]
 [ 7.50274557e-01]
 [ 6.04403677e-01]
 [ 6.51424653e-01]
 [ 6.27250284e-01]
 [ 4.46874334e-01]
 [ 1.30886647e+00]
 [ 7.82248484e-01]
 [ 6.81462608e-01]
 [ 8.54733859e-01]
 [ 8.68045982e-01]
 [ 7.95640299e-01]
 [ 6.26215294e-01]
 [ 8.52243813e-01]
 [ 6.55357978e-01]
 [ 6.55077866e-01]
 [ 6.31394485e-01]
 [ 9.81363084e-01]
 [ 3.53782290e-01]
 [ 6.52696630e-01]
 [ 5.48608409e-01]
 [ 6.61507572e-01]
 [ 7.12804217e-01]
 [ 6.79108331e-01]
 [ 6.31394485e-01]
 [ 6.31394485e-01]
 [ 7.93359740e-01]
 [ 1.21169407e+00]
 [ 1.07225377e+00]
 [ 7.84236035e-01]
 [ 2.90615094e-01]
 [ 5.34322417e-01]
 [ 6.61566340e-01]
 [ 6.61566340e-01]
 [ 8.52978744e-01]
 [ 5.88921952e-01]
 [ 3.41432395e-01]
 [ 8.24466844e-01]
 [ 6.91979620e-01]
 [ 7.75188475e-01]
 [ 7.92777303e-01]
 [ 6.87279221e-01]
 [ 8.25629364e-01]
 [ 7.29676970e-01]
 [ 1.67189309e+00]
 [ 6.70415847e-01]
 [ 1.19866578e+00]
 [ 1.64712259e+00]
 [ 7.82851148e-01]
 [ 4.51079824e-01]
 [ 2.33039474e-01]
 [ 6.71438939e-01]
 [ 7.03917936e-01]
 [ 7.70682360e-01]
 [ 8.05313910e-01]
 [ 7.04962529e-01]
 [ 1.04504526e+00]
 [ 6.64324990e-01]
 [ 7.38539066e-01]
 [ 7.36576002e-01]
 [ 8.95262612e-01]
 [ 8.29287707e-01]
 [ 1.04504526e+00]
 [ 7.38103827e-01]
 [ 7.38103827e-01]
 [ 9.75446917e-01]
 [ 7.38962979e-01]
 [ 5.53097728e-01]
 [ 6.60013905e-01]
 [ 6.60013905e-01]
 [ 7.74115292e-01]
 [ 6.38755124e-01]
 [ 6.43510154e-01]
 [ 5.88921952e-01]
 [ 6.03973395e-01]
 [ 7.71753837e-01]
 [ 6.16913107e-01]
 [ 6.08452752e-01]
 [ 7.11571383e-01]
 [ 8.45276743e-01]
 [ 6.91839129e-01]
 [ 6.08452752e-01]
 [ 1.71585932e+00]
 [ 6.17404976e-01]
 [ 7.42371582e-01]
 [ 4.99179916e-01]
 [ 4.57654514e-01]
 [ 9.04142171e-01]
 [ 6.10052755e-01]
 [ 1.01618915e+00]
 [ 7.06618004e-01]
 [ 6.10052755e-01]
 [ 6.19869818e-01]
 [ 8.22973414e-01]
 [ 7.23238922e-01]
 [ 1.55801437e+00]
 [ 7.59554456e-01]
 [ 1.55801437e+00]
 [ 3.52222661e-01]
 [ 7.14285238e-01]
 [ 7.57524546e-01]
 [ 8.45749242e-01]
 [ 7.83768984e-01]
 [ 1.16804129e+00]
 [ 1.07225377e+00]
 [ 6.83848712e-01]
 [ 6.83848712e-01]
 [ 7.32897545e-01]
 [ 7.28463323e-01]
 [ 7.50662810e-01]
 [ 5.55480547e-01]
 [ 8.45649218e-01]
 [ 6.56601908e-01]
 [ 7.60986272e-01]
 [ 7.62814093e-01]
 [ 7.62814093e-01]
 [ 6.35926556e-01]
 [ 9.87944673e-01]
 [ 5.50146391e-01]
 [ 4.34056335e-01]
 [ 7.51442666e-01]
 [ 6.69935273e-01]
 [ 7.81789577e-01]
 [ 6.13845555e-01]
 [ 4.29052320e-01]
 [ 6.21704529e-01]
 [ 5.89343305e-01]
 [ 4.73963032e-01]
 [ 7.17940199e-01]
 [ 8.25034702e-01]
 [ 6.84083860e-01]
 [ 8.04768112e-01]
 [ 6.54640389e-01]
 [ 6.69600104e-01]
 [ 6.54640389e-01]
 [ 6.83364264e-01]
 [ 5.74765640e-01]
 [ 8.56171748e-01]
 [ 6.13993059e-01]
 [ 6.13993059e-01]
 [ 8.45838544e-01]
 [ 6.30090467e-01]
 [ 7.38456305e-01]
 [ 5.88712185e-01]
 [ 6.88323432e-01]
 [ 3.68000614e-01]
 [ 6.54713617e-01]
 [ 3.35560768e-01]
 [ 8.45791326e-01]
 [ 6.77893335e-01]
 [ 8.30094158e-01]
 [ 1.24491979e+00]
 [ 6.50280786e-01]
 [ 7.38430319e-01]
 [ 7.56447611e-01]
 [ 6.67008140e-01]
 [ 6.83121378e-01]
 [ 7.57132933e-01]
 [ 8.46033603e-01]
 [ 8.01237410e-01]
 [ 4.47255970e-01]
 [ 4.47255970e-01]
 [ 4.47255970e-01]
 [ 4.42822410e-01]
 [ 8.71826561e-01]
 [ 6.08048255e-01]
 [ 8.45808252e-01]
 [ 6.66437809e-01]
 [ 1.05658725e+00]
 [ 6.57359653e-01]
 [ 6.66437809e-01]
 [ 5.26143906e-01]
 [ 6.82543675e-01]
 [ 6.25973250e-01]
 [ 6.66132499e-01]
 [ 5.67654811e-01]
 [ 7.88358703e-01]
 [ 7.01616528e-01]
 [ 8.56567481e-01]
 [ 5.56888357e-01]
 [ 7.07089979e-01]
 [ 9.04147214e-01]
 [ 9.04147214e-01]
 [ 6.13968198e-01]
 [ 6.06043500e-01]
 [ 6.12193259e-01]
 [ 3.87442595e-01]
 [ 7.10578423e-01]
 [ 6.82146738e-01]
 [ 5.34866469e-01]
 [ 5.90209836e-01]
 [ 5.34866469e-01]
 [ 9.21311803e-01]
 [ 7.28300663e-01]
 [ 8.95208533e-01]
 [ 9.04465037e-01]
 [ 4.98622718e-01]
 [ 5.92221516e-01]
 [ 6.07268117e-01]
 [ 5.16921287e-01]
 [ 1.59202208e+00]
 [ 5.33651055e-01]
 [ 1.59202208e+00]
 [ 1.59202208e+00]
 [ 1.58877502e+00]
 [ 4.23812304e-01]
 [ 7.38456305e-01]
 [ 4.04314272e-01]
 [ 7.38456305e-01]
 [ 6.24679261e-01]
 [ 9.63010191e-01]
 [ 1.25380233e+00]
 [ 7.94167069e-01]
 [ 6.34686563e-01]
 [ 4.49997557e-01]
 [ 7.35557031e-01]
 [ 7.15894956e-01]
 [ 7.51944971e-01]
 [ 7.52007778e-01]
 [ 7.88432965e-01]
 [ 7.77173883e-01]
 [ 1.86170546e-01]
 [ 4.92516265e-01]
 [ 7.94167069e-01]
 [ 6.02741573e-01]
 [ 7.76087526e-01]
 [ 6.29147852e-01]
 [ 5.72433707e-01]
 [ 9.10425956e-01]
 [ 1.03697496e+00]
 [ 6.62573484e-01]
 [ 7.61130128e-01]
 [ 4.65243408e-01]
 [ 1.07908313e+00]
 [ 7.53398399e-01]
 [ 6.20894010e-01]
 [ 3.96032953e-01]
 [ 5.46596078e-01]
 [ 6.94893996e-01]
 [ 1.02478816e+00]
 [ 6.95551466e-01]
 [ 6.95790620e-01]
 [ 7.56591493e-01]
 [ 7.64426907e-01]
 [ 7.55964723e-01]
 [ 8.29536959e-01]
 [ 7.35375115e-01]
 [ 7.23068353e-01]
 [ 6.18337798e-01]
 [ 7.41973097e-01]
 [ 8.86910929e-01]
 [ 5.32650022e-01]
 [ 6.12339410e-01]
 [ 8.45092838e-01]
 [ 8.44964090e-01]
 [ 8.58941274e-01]
 [ 5.22819249e-01]
 [ 8.41622045e-01]
 [ 7.28232793e-01]
 [ 6.95749814e-01]
 [ 9.66036656e-01]
 [ 6.88070465e-01]
 [ 8.46755576e-01]
 [ 3.83712855e-01]
 [ 4.64055289e-01]
 [ 7.64196338e-01]
 [ 4.44517905e-01]
 [ 5.75596076e-01]
 [ 8.37709432e-01]
 [ 7.51520842e-01]
 [ 5.89311624e-01]
 [ 1.33754781e+00]
 [ 5.89311624e-01]
 [ 1.33754781e+00]
 [ 5.89311624e-01]
 [ 1.33754781e+00]
 [ 5.84391575e-01]
 [ 1.23424036e+00]
 [ 1.56799001e+00]
 [ 6.79435832e-01]
 [ 6.03613534e-01]
 [ 4.93607290e-01]
 [ 4.50038894e-01]
 [ 1.08347465e+00]
 [ 6.57588286e-01]
 [ 7.64003926e-01]
 [ 7.64003926e-01]
 [ 4.95655189e-01]
 [ 7.66439398e-01]
 [ 6.22161856e-01]
 [ 7.51714727e-01]
 [ 1.00066721e-01]
 [ 7.87012985e-01]
 [ 7.44604775e-01]
 [ 1.06633309e+00]
 [ 7.27579425e-01]
 [ 7.39094774e-01]
 [ 8.35348322e-01]
 [ 7.74750389e-01]
 [ 7.39094774e-01]
 [ 7.46896098e-01]
 [ 8.91888967e-01]
 [ 1.26554456e-01]
 [ 7.40846291e-01]
 [ 4.53090482e-01]
 [ 4.42388317e-01]
 [ 8.03935079e-01]
 [ 8.03458614e-01]
 [ 1.24251791e+00]
 [ 6.02296388e-01]
 [ 7.42146118e-01]
 [ 7.80951612e-01]
 [ 6.46716119e-01]
 [ 7.40613096e-01]
 [ 8.41751954e-01]
 [ 6.86044089e-01]
 [ 5.88500550e-01]
 [ 1.65203615e+00]
 [ 7.94146339e-01]
 [ 7.54913144e-01]
 [ 6.85007809e-01]
 [ 5.34528408e-01]
 [ 4.73045341e-01]
 [ 8.17483230e-01]
 [ 5.96288527e-01]
 [ 8.36015955e-01]
 [ 4.16163674e-01]
 [ 8.41613439e-01]
 [ 4.06313808e-01]
 [ 1.03498303e+00]
 [ 7.37576926e-01]
 [ 7.76451919e-01]
 [ 6.37536157e-01]
 [ 5.99181024e-01]
 [ 6.27655059e-01]
 [ 5.26734641e-01]
 [ 4.76222941e-01]
 [ 1.31770580e+00]
 [ 8.34879291e-01]
 [ 4.50483315e-01]
 [ 1.19242312e+00]
 [ 4.98351096e-01]
 [ 1.05373525e+00]
 [ 4.64436617e-01]
 [ 1.06877780e+00]
 [ 6.75338010e-01]
 [ 4.21330554e-01]
 [ 8.78759153e-01]
 [ 1.04008000e+00]
 [ 4.83750411e-01]
 [ 8.45847949e-01]
 [ 6.65661510e-01]
 [ 3.25172324e-01]
 [ 5.30569751e-01]
 [ 5.56939993e-01]
 [ 6.07662105e-01]
 [ 8.38438937e-01]
 [ 7.38456305e-01]
 [ 7.11520341e-01]
 [ 6.43507960e-01]
 [ 1.47977127e+00]
 [ 8.65948259e-01]
 [ 8.65425322e-01]
 [ 7.46896098e-01]
 [ 3.99777506e-01]
 [ 5.66858413e-01]
 [ 8.49979477e-01]
 [ 7.76414978e-01]
 [ 8.91888967e-01]
 [ 5.78580050e-01]
 [ 4.02503786e-01]
 [ 1.08298380e+00]
 [ 5.43722422e-01]
 [ 5.80521603e-01]
 [ 1.02034562e+00]
 [ 6.90871184e-01]
 [ 6.46782153e-01]
 [ 7.66443700e-01]
 [ 1.26722057e+00]
 [ 5.46277506e-01]
 [ 7.00014169e-01]
 [ 7.07406604e-01]
 [ 4.05407778e-01]
 [ 8.63395781e-01]
 [ 7.74126498e-01]
 [ 6.70697759e-01]
 [ 2.87638692e-01]
 [ 8.27224522e-01]
 [ 7.57769311e-01]
 [ 5.45136790e-01]
 [ 7.89065664e-01]
 [ 4.53866866e-01]
 [ 8.11039813e-01]
 [ 8.18574574e-01]
 [ 5.82102049e-01]
 [ 5.07164862e-01]
 [ 6.58303981e-01]
 [ 9.11355853e-01]
 [ 6.14363908e-01]
 [ 8.10147204e-01]
 [ 5.32875638e-01]
 [ 7.95641163e-01]
 [ 5.28051688e-01]
 [ 7.72741097e-01]
 [ 7.78658125e-01]
 [ 4.20152078e-01]
 [ 7.28658349e-01]
 [ 7.00160304e-01]
 [ 6.16913290e-01]
 [ 7.30956272e-01]
 [ 1.03047459e+00]
 [ 7.02638604e-01]
 [ 1.02390806e+00]
 [ 6.98798665e-01]
 [ 7.03635368e-01]
 [ 7.38165616e-01]
 [ 1.20970904e+00]
 [ 5.98789899e-01]
 [ 1.42252914e-01]
 [ 6.77287130e-01]
 [ 7.27863381e-01]
 [ 7.83935172e-01]
 [ 6.52436992e-01]
 [ 7.63656655e-01]
 [ 5.51934065e-01]
 [ 6.62367893e-01]
 [ 8.93608517e-01]
 [ 5.78475482e-01]
 [ 6.08141273e-01]
 [ 7.31241773e-01]
 [ 5.74526811e-01]
 [ 5.13610443e-01]
 [ 8.26312349e-01]
 [ 6.71952032e-01]
 [ 6.88022596e-01]
 [ 8.76106050e-01]
 [ 6.13749265e-01]
 [ 7.77726240e-01]
 [ 1.10702403e+00]
 [ 7.51085344e-01]
 [ 1.15131124e+00]
 [ 1.12337431e+00]
 [ 7.04782773e-01]
 [ 6.26994567e-01]
 [ 6.13709326e-01]
 [ 7.20812787e-01]
 [ 4.23827680e-01]
 [ 5.50609640e-01]
 [ 1.05010045e+00]
 [ 6.56857880e-01]
 [ 1.09561580e+00]
 [ 4.79357163e-01]
 [ 4.51748128e-01]
 [ 6.44452348e-01]
 [ 1.07963365e+00]
 [ 1.02855070e+00]
 [ 5.51028034e-01]
 [ 3.98442765e-01]
 [ 6.73631135e-01]
 [ 7.54598402e-01]
 [ 8.47228337e-01]
 [ 3.43936235e-02]
 [ 3.85178773e-01]
 [ 7.10601564e-01]
 [ 8.47228337e-01]
 [ 4.85052705e-01]
 [ 4.74136087e-01]
 [ 6.16750050e-01]
 [ 6.18329657e-01]
 [ 6.54722217e-01]
 [ 5.12566161e-01]
 [ 6.99602110e-01]
 [ 1.74222997e+00]
 [ 3.66521530e-01]
 [ 6.61055496e-01]
 [ 5.60368737e-01]
 [ 9.65134469e-01]
 [ 5.60368737e-01]
 [ 8.54172555e-01]
 [ 8.43321334e-01]
 [ 3.71364122e-01]
 [ 9.24635811e-01]
 [ 4.80094834e-01]
 [ 1.20009440e+00]
 [ 6.75539462e-01]
 [ 3.72149388e-01]
 [ 8.98102085e-01]
 [ 7.58008858e-01]
 [ 6.07976514e-01]
 [ 7.54047855e-01]
 [ 7.21731278e-01]
 [ 8.15379825e-01]
 [ 7.65818140e-01]
 [ 6.48266760e-01]
 [ 9.23222365e-01]
 [ 5.55434320e-01]
 [ 3.03865550e-01]
 [ 6.58910035e-01]
 [ 7.11571383e-01]
 [ 7.36805917e-01]
 [ 4.12948908e-01]
 [ 1.03525556e+00]
 [ 5.53620422e-01]
 [ 9.69145109e-01]
 [ 6.44096420e-01]
 [ 6.16279060e-01]
 [ 8.65404284e-01]
 [ 8.68385155e-01]
 [ 7.80256870e-01]
 [ 5.82102049e-01]
 [ 9.91173260e-01]
 [ 6.53566586e-01]
 [ 6.74396421e-01]
 [ 4.88110410e-01]
 [ 6.53566586e-01]
 [ 6.26101375e-01]
 [ 9.04425538e-01]
 [ 4.99917124e-01]
 [ 7.62743207e-01]
 [ 6.56180873e-01]
 [ 5.29088649e-01]
 [ 4.68807877e-01]
 [ 5.99617613e-01]
 [ 1.03525556e+00]
 [ 3.55293279e-01]
 [ 4.42388317e-01]
 [ 7.39286785e-01]
 [ 7.38577062e-01]
 [ 1.49083834e+00]
 [ 7.57921542e-01]
 [ 9.16566418e-01]
 [ 6.88884135e-01]
 [ 9.00348377e-01]
 [ 1.64921125e+00]
 [ 9.39860863e-01]
 [ 7.63632945e-01]
 [ 8.89621946e-01]
 [ 5.37111176e-01]
 [ 5.82102049e-01]
 [ 7.34107961e-01]
 [ 7.03904444e-01]
 [ 8.10438486e-01]
 [ 8.01680365e-01]
 [ 6.55703005e-01]
 [ 9.04425538e-01]
 [ 7.74471862e-01]
 [ 5.37111176e-01]
 [ 9.02996839e-01]
 [ 6.88546813e-01]
 [ 6.20094428e-01]
 [ 8.40134145e-01]
 [ 9.04425538e-01]
 [ 8.09003552e-01]
 [ 8.09003552e-01]
 [ 5.24653401e-01]
 [ 4.43502095e-01]
 [ 4.30121589e-01]
 [ 4.54528262e-01]
 [ 6.85412910e-01]
 [ 9.00348377e-01]
 [ 7.52387083e-01]
 [ 3.96470901e-01]
 [ 7.60686479e-01]
 [ 3.51198264e-01]
 [ 1.02969491e+00]
 [ 6.66047149e-01]
 [ 6.82232455e-01]
 [ 8.43321334e-01]
 [ 8.24843591e-01]
 [ 3.74377287e-01]
 [ 1.46526523e+00]
 [ 6.51613461e-01]
 [ 4.68958801e-01]
 [ 5.21637793e-01]
 [ 7.52129617e-01]
 [ 4.39910832e-01]
 [ 4.44446232e-01]
 [ 4.47835347e-01]
 [ 8.02721373e-01]
 [ 8.43321334e-01]
 [ 2.46873287e-01]
 [ 2.29696104e-01]
 [ 8.24912783e-01]
 [ 5.79039191e-01]
 [ 8.36646031e-01]
 [ 4.01047215e-01]
 [ 1.97381504e-01]
 [ 8.36646031e-01]
 [ 7.50818101e-01]
 [ 3.47854935e-01]
 [ 1.07441365e+00]
 [ 7.52387083e-01]
 [ 8.12496803e-01]
 [ 8.39936749e-01]
 [ 5.98256304e-01]
 [ 6.45003591e-01]
 [ 7.03635368e-01]
 [ 7.06342327e-01]
 [ 2.72182775e-01]
 [ 8.60721044e-01]
 [ 1.41141573e+00]
 [ 8.41635167e-01]
 [ 8.10866850e-01]
 [ 4.76181452e-01]
 [ 7.11235675e-01]
 [ 7.02638604e-01]
 [ 4.43892205e-01]
 [ 6.46243550e-01]
 [ 6.72112673e-01]
 [ 5.55731352e-01]
 [ 7.94627200e-01]
 [ 4.88963760e-01]
 [ 9.33536657e-01]
 [ 8.39899433e-01]
 [ 5.01947064e-01]
 [ 4.67308906e-01]
 [ 6.08992576e-01]
 [ 3.51825760e-01]
 [ 7.88883748e-01]
 [ 8.45790359e-01]
 [ 1.73103343e-01]
 [ 7.62480201e-01]
 [ 6.77133323e-01]
 [ 6.06158522e-01]
 [ 6.77287130e-01]
 [ 5.28124356e-01]
 [ 4.24713036e-01]
 [ 3.55500769e-01]
 [ 5.34608342e-01]
 [ 1.52827493e+00]
 [ 3.87440355e-01]
 [ 8.84508665e-01]
 [ 1.17196930e+00]
 [ 7.62236803e-01]
 [ 4.55598289e-01]
 [-1.93607281e-01]
 [ 7.55143866e-01]
 [ 3.79707796e-01]
 [ 7.88830521e-01]
 [ 7.31180075e-01]
 [ 4.08974533e-02]
 [ 7.93782117e-01]
 [ 6.79966947e-01]
 [ 7.86116978e-01]
 [ 7.62236803e-01]
 [ 4.70468326e-01]
 [ 6.33834938e-01]
 [ 1.17441606e+00]
 [ 6.80104893e-01]
 [ 3.52951523e-01]
 [ 3.59928403e-01]
 [ 4.76158161e-01]
 [ 8.85026338e-01]
 [ 7.66196158e-01]
 [ 3.76560886e-01]
 [ 6.09300794e-01]
 [ 7.57503684e-01]
 [ 2.80474616e-01]
 [ 6.82859071e-01]
 [ 5.23063747e-01]
 [ 6.48453034e-01]
 [ 4.21577237e-01]
 [ 3.76499527e-01]
 [ 5.82859445e-01]
 [ 5.32939178e-01]
 [ 5.36120564e-01]
 [ 4.35736221e-01]
 [ 6.93689909e-01]
 [ 1.12781813e+00]
 [ 5.10370645e-01]
 [ 4.46727730e-01]
 [ 8.63408828e-01]
 [ 8.32277028e-01]
 [ 5.49634589e-01]
 [ 8.15119293e-01]
 [ 5.73221662e-01]
 [ 8.34858179e-01]
 [ 7.60557647e-01]
 [ 9.33536657e-01]
 [ 8.06493843e-01]
 [ 8.89842306e-01]
 [ 6.32529440e-01]
 [ 7.88188452e-01]
 [ 1.12781813e+00]
 [ 1.17471228e+00]
 [ 4.89809095e-01]
 [ 4.05170606e-01]
 [ 4.17413131e-01]
 [ 6.37150635e-01]
 [ 4.84381732e-01]
 [ 8.73239899e-01]
 [ 2.88848206e-01]
 [ 5.22920955e-01]
 [ 6.71033296e-01]
 [ 7.60110070e-01]
 [ 7.58253934e-01]
 [ 7.45998595e-01]
 [ 6.81117322e-01]
 [ 6.70345400e-01]
 [ 8.67199337e-01]
 [ 1.06333018e+00]
 [ 8.34429319e-01]
 [ 8.36364650e-01]
 [ 7.64042665e-01]
 [ 8.57679128e-01]
 [ 7.23684865e-01]
 [ 8.91565297e-01]
 [ 7.28611866e-01]
 [ 5.58206598e-01]
 [ 7.67071399e-01]
 [ 9.39365099e-01]
 [ 9.45534505e-01]
 [ 7.48687383e-01]
 [ 5.97095385e-01]
 [ 1.69786646e-01]
 [ 1.90470510e-01]
 [ 7.54594374e-01]
 [ 9.96183384e-01]
 [ 9.41716045e-01]
 [ 8.22338689e-01]
 [ 8.43321334e-01]
 [ 8.08903053e-01]
 [ 6.90672375e-01]
 [ 7.00563846e-01]
 [ 7.44282188e-01]
 [ 9.47139776e-01]
 [ 1.57258380e+00]
 [ 7.37580321e-01]
 [ 8.21944194e-01]
 [ 2.21536295e-01]
 [ 9.90970191e-01]
 [ 7.38456305e-01]
 [ 7.68998067e-01]
 [ 1.20369369e+00]
 [ 6.22929311e-01]
 [ 1.05295233e+00]
 [ 7.95649169e-01]
 [ 5.59465618e-01]
 [ 8.41731925e-01]
 [ 3.87082162e-01]
 [ 7.96829010e-01]
 [ 3.87082162e-01]
 [ 1.18033526e+00]
 [ 7.21162367e-01]
 [ 4.10423676e-01]
 [ 6.99405817e-01]
 [ 7.38456305e-01]
 [ 1.29518010e+00]
 [ 6.21178710e-01]
 [ 1.12577894e+00]
 [ 6.97491817e-01]
 [ 5.03548391e-01]
 [ 6.79128996e-01]
 [ 7.84882926e-01]
 [-2.77358406e-01]
 [ 1.01978115e-01]
 [ 1.86245271e-01]
 [ 7.78647498e-01]
 [-2.66635264e-01]
 [ 4.10000398e-01]
 [ 9.50983790e-02]
 [ 2.22523690e-01]
 [ 2.46949855e-01]
 [ 4.91279477e-01]
 [ 5.68725169e-01]
 [-2.36070371e-01]
 [ 4.80144030e-01]
 [ 7.98176778e-02]
 [ 1.44990947e-02]
 [-4.00990449e-02]
 [ 2.85530933e-01]
 [-5.74002246e-02]
 [ 2.88914057e-01]
 [ 4.00036117e-01]
 [ 2.77544627e-01]
 [ 5.74273504e-01]
 [-2.07516691e-02]
 [ 2.42080313e-01]
 [ 2.29064049e-02]
 [-5.88896373e-02]
 [ 1.56864809e-01]
 [ 2.08711082e-01]
 [ 2.31088345e-01]
 [ 2.62195025e-01]
 [ 4.18338502e-01]
 [ 1.08735884e-01]
 [ 5.67290479e-01]
 [ 7.95706935e-01]
 [-9.75998311e-02]
 [ 4.61347623e-01]
 [ 1.01904270e-01]
 [ 5.19069073e-01]
 [ 3.02072161e-02]
 [ 1.09693330e-02]
 [ 3.05182779e-01]
 [ 1.37615554e-01]
 [ 4.82012666e-01]
 [ 3.46896027e-01]
 [ 4.79360521e-01]
 [-4.82800530e-03]
 [ 6.80829730e-02]
 [ 1.48272184e-01]
 [ 2.97309836e-01]
 [ 1.98306648e-01]
 [ 1.75316158e-01]
 [ 2.30557653e-01]
 [ 6.40444639e-01]
 [ 5.18837961e-01]
 [ 8.02506501e-01]
 [ 1.54512089e-01]
 [ 3.16898353e-01]
 [ 4.60555616e-01]
 [ 5.42134270e-01]
 [ 3.45849640e-01]
 [ 1.90861744e-01]
 [ 6.51809721e-01]
 [ 2.15350205e-01]
 [ 6.62278400e-02]
 [ 1.00004670e-02]
 [ 3.68511061e-01]
 [ 3.81956390e-02]
 [-6.78513837e-02]
 [ 5.99963421e-02]
 [ 2.73963718e-01]
 [ 4.92271048e-01]
 [ 5.88983012e-01]
 [ 4.71115391e-01]
 [ 2.55334800e-01]
 [ 3.08516059e-01]
 [ 3.65939166e-02]
 [ 2.18373673e-02]
 [ 6.17110597e-01]
 [ 5.56098251e-01]
 [ 3.74405177e-01]
 [ 6.13388438e-01]
 [ 5.01798268e-01]
 [ 5.39388286e-01]
 [ 4.73700181e-01]
 [ 2.69966158e-01]
 [-4.82800530e-03]
 [ 4.87857144e-01]
 [ 4.08207891e-01]
 [-4.82800530e-03]
 [ 3.85782472e-01]
 [ 2.97434888e-01]
 [ 6.10451711e-01]
 [ 2.42450655e-03]
 [-2.73990863e-01]
 [ 5.36277484e-03]
 [ 5.06731186e-01]
 [ 3.61568306e-01]
 [ 3.44538174e-01]
 [ 3.60590236e-01]
 [-4.82800530e-03]
 [ 6.38761339e-01]
 [-1.05967622e-02]
 [ 5.58482209e-01]
 [ 8.39309659e-01]
 [ 7.38694653e-01]
 [ 8.81769541e-02]
 [-4.17938838e-02]
 [ 2.75225872e-01]
 [ 1.00004670e-02]
 [ 1.77359366e-02]
 [ 6.07518470e-01]
 [ 1.64883244e-02]
 [ 2.37499767e-01]
 [ 2.53824425e-01]
 [ 1.28632594e-01]
 [-5.04562536e-01]
 [ 1.97909081e-01]
 [ 6.10604194e-01]
 [ 2.43423088e-01]
 [ 5.43949141e-01]
 [ 9.42787573e-02]
 [ 4.76203885e-01]
 [ 6.00608782e-01]
 [ 4.42946703e-01]
 [ 7.25346864e-01]
 [ 9.23697507e-03]
 [-9.23728577e-04]
 [ 1.87110071e-01]
 [ 1.54667144e-01]
 [ 5.95146274e-02]
 [ 3.36072489e-02]
 [ 1.21928981e-01]
 [ 3.33206170e-01]
 [ 1.43108250e-01]
 [ 3.82714509e-02]
 [ 1.35164419e-01]
 [ 7.04847493e-01]
 [ 4.96727973e-01]
 [ 4.48493981e-01]
 [ 1.83864957e-02]
 [ 4.21097608e-01]
 [ 3.26799816e-01]
 [-1.95562745e-01]
 [ 3.28506656e-01]
 [ 2.13504236e-01]
 [ 1.20433608e-01]
 [-7.71768506e-03]
 [ 5.52855586e-01]
 [-7.17107405e-02]
 [ 5.23249689e-01]
 [-2.34015093e-02]
 [ 4.25835314e-02]
 [ 1.82558584e-01]
 [ 2.75969801e-01]
 [ 3.65475874e-01]
 [ 5.57101240e-01]
 [ 1.68095676e-02]
 [ 2.79184679e-01]
 [ 6.69729623e-01]
 [ 7.36759687e-01]
 [ 5.81037547e-01]
 [ 7.20758082e-01]
 [ 1.08713593e-01]
 [-1.00023362e-01]
 [ 4.50696968e-01]
 [ 2.18040403e-01]
 [ 8.59584368e-02]
 [ 6.45152688e-01]
 [-7.05726908e-02]
 [ 5.86905083e-01]
 [ 2.08794317e-01]
 [ 5.21263149e-01]
 [ 7.35789383e-02]
 [ 7.03277577e-03]
 [ 5.02760989e-01]
 [-3.85392504e-02]
 [ 5.59394985e-01]
 [-2.10123943e-01]
 [ 1.54580796e-01]
 [ 3.95244146e-01]
 [-2.17353410e-01]
 [ 2.61650003e-01]
 [ 3.79631308e-02]
 [ 1.93527229e-01]
 [ 1.17587520e-01]
 [ 6.04663100e-01]
