[[ 7.41047337e-01]
 [ 5.90286354e-01]
 [ 5.93421813e-01]
 [ 5.92819229e-01]
 [ 7.38379774e-01]
 [ 6.01842948e-01]
 [ 5.18243688e-01]
 [ 5.18243688e-01]
 [ 6.02029987e-01]
 [ 9.89749872e-01]
 [ 5.85873586e-01]
 [ 1.14115677e+00]
 [ 1.14938483e+00]
 [ 8.44369327e-01]
 [ 8.36082960e-01]
 [ 5.84044788e-01]
 [ 6.01838112e-01]
 [ 5.85873586e-01]
 [ 6.50307875e-01]
 [ 6.18775032e-01]
 [ 7.60759168e-01]
 [ 4.73885001e-01]
 [ 8.53855324e-01]
 [ 7.39878736e-01]
 [ 7.20670804e-01]
 [ 7.78445855e-01]
 [ 6.54481399e-01]
 [ 8.43331686e-01]
 [ 7.82531043e-01]
 [ 9.70226178e-01]
 [ 8.07586183e-01]
 [ 7.91718884e-01]
 [ 8.82151685e-01]
 [ 8.82151685e-01]
 [ 8.15538235e-01]
 [ 6.36931106e-01]
 [ 6.11250619e-01]
 [ 5.55486565e-01]
 [ 1.04960417e+00]
 [ 7.37763462e-01]
 [ 7.02244773e-01]
 [ 6.81281792e-01]
 [ 1.02145807e+00]
 [ 1.14520926e+00]
 [ 8.24444625e-01]
 [ 6.71236377e-01]
 [ 5.65297952e-01]
 [ 5.61660293e-01]
 [ 6.24317488e-01]
 [ 7.70343415e-01]
 [ 1.21086116e+00]
 [ 5.18243688e-01]
 [ 5.38170962e-01]
 [ 8.53291838e-01]
 [ 7.27034034e-01]
 [ 8.30533150e-01]
 [ 6.33394586e-01]
 [ 8.50067021e-02]
 [ 9.64777993e-01]
 [ 2.47845816e-02]
 [ 7.72406265e-01]
 [ 8.51067519e-01]
 [ 5.18243688e-01]
 [ 7.14608390e-01]
 [ 8.19048279e-01]
 [ 2.84492124e-01]
 [ 6.06927265e-01]
 [ 5.97124293e-01]
 [ 9.65529101e-01]
 [ 6.47019646e-01]
 [ 5.87145788e-01]
 [ 5.97558813e-01]
 [ 7.02677963e-01]
 [ 6.38813796e-01]
 [ 7.40288656e-01]
 [ 6.77263911e-01]
 [ 6.20748013e-01]
 [ 6.20447657e-01]
 [ 8.88126926e-01]
 [ 1.01799676e+00]
 [ 5.22083390e-01]
 [ 6.25229707e-01]
 [ 6.59717117e-01]
 [ 6.11316321e-01]
 [ 6.47714511e-01]
 [ 6.10404172e-01]
 [ 8.88126926e-01]
 [ 8.88126926e-01]
 [ 6.37494308e-01]
 [ 1.10581789e+00]
 [ 9.64777993e-01]
 [ 6.26078448e-01]
 [ 7.24933901e-01]
 [ 1.93955106e-01]
 [ 8.28556838e-01]
 [ 8.28556838e-01]
 [ 9.14737527e-01]
 [ 7.65365156e-01]
 [ 6.92995985e-01]
 [ 6.98860750e-01]
 [ 8.49537753e-01]
 [ 5.48906725e-01]
 [ 6.97074917e-01]
 [ 7.52871553e-01]
 [ 6.35764097e-01]
 [ 8.29714960e-01]
 [ 1.21545171e+00]
 [ 8.32187766e-01]
 [ 1.13139985e+00]
 [ 1.08448784e+00]
 [ 7.16622926e-01]
 [ 5.40037916e-01]
 [ 2.14895600e-01]
 [ 8.58242920e-01]
 [ 5.98560322e-01]
 [ 5.37724613e-01]
 [ 3.54646451e-01]
 [ 6.01056395e-01]
 [ 6.90429748e-01]
 [ 6.34393265e-01]
 [ 7.38026937e-01]
 [ 7.36122349e-01]
 [ 1.24945265e+00]
 [ 4.99744945e-04]
 [ 6.90429748e-01]
 [ 7.38717910e-01]
 [ 7.38717910e-01]
 [ 5.61039639e-01]
 [ 3.94724647e-01]
 [ 4.96249528e-01]
 [ 6.86629059e-01]
 [ 6.86629059e-01]
 [ 6.31744038e-01]
 [ 6.67957509e-01]
 [ 6.75472583e-01]
 [ 7.65365156e-01]
 [ 5.23772784e-01]
 [ 8.73635467e-01]
 [ 6.32482098e-01]
 [ 6.28953446e-01]
 [ 5.97884513e-01]
 [ 9.96745581e-03]
 [ 6.45721884e-01]
 [ 6.28953446e-01]
 [ 1.35483239e+00]
 [ 6.77558055e-01]
 [ 7.34486822e-01]
 [ 5.20815701e-01]
 [ 5.08678444e-01]
 [ 5.94871578e-01]
 [ 8.09370221e-01]
 [ 7.99954155e-01]
 [ 6.61606533e-01]
 [ 8.09370221e-01]
 [ 6.12766705e-01]
 [ 7.99919820e-01]
 [ 1.11098335e+00]
 [ 6.69270639e-01]
 [ 6.33011689e-01]
 [ 6.69270639e-01]
 [ 4.05434714e-01]
 [ 7.56478170e-01]
 [ 2.75911569e-01]
 [ 1.17972697e-02]
 [ 6.60234337e-01]
 [ 1.09687344e+00]
 [ 9.64777993e-01]
 [ 1.12362470e+00]
 [ 1.12362470e+00]
 [ 7.35573734e-01]
 [ 5.90426696e-01]
 [ 6.12213510e-01]
 [ 9.38111060e-01]
 [ 1.62275581e-02]
 [ 7.29630761e-01]
 [ 6.35119018e-01]
 [ 6.36276485e-01]
 [ 6.36276485e-01]
 [ 6.77087083e-01]
 [ 9.85854287e-01]
 [ 6.33290262e-01]
 [ 5.26131166e-01]
 [ 6.12278096e-01]
 [ 7.95401684e-01]
 [ 6.20301993e-01]
 [ 7.91906174e-01]
 [ 6.15916712e-01]
 [ 7.25603235e-01]
 [ 7.24542899e-01]
 [ 5.82880805e-01]
 [ 7.43150041e-01]
 [ 9.39571217e-01]
 [ 1.18271977e+00]
 [ 6.07565410e-01]
 [ 6.64303214e-01]
 [ 8.27342856e-01]
 [ 6.64303214e-01]
 [ 6.89281275e-01]
 [ 8.09754356e-01]
 [ 9.17539873e-01]
 [ 6.72795843e-01]
 [ 6.72795843e-01]
 [ 1.85670394e-02]
 [ 5.87442546e-01]
 [ 8.43331686e-01]
 [ 7.27220559e-01]
 [ 1.18626662e+00]
 [ 2.63353377e-01]
 [ 6.79218059e-01]
 [ 2.80617211e-01]
 [ 1.78280350e-02]
 [ 6.85518198e-01]
 [ 6.32380100e-01]
 [ 6.46648466e-01]
 [ 7.25972228e-01]
 [ 6.77156296e-01]
 [ 8.28275657e-01]
 [ 8.35594149e-01]
 [ 8.57807629e-01]
 [ 9.76492665e-01]
 [ 1.76053706e-02]
 [ 4.42269105e-01]
 [ 6.72457252e-01]
 [ 6.72457252e-01]
 [ 6.72457252e-01]
 [ 6.70119918e-01]
 [ 5.73782520e-01]
 [ 6.37253202e-01]
 [ 1.70630133e-02]
 [ 7.06137051e-01]
 [ 7.69540768e-01]
 [ 1.23741794e+00]
 [ 7.06137051e-01]
 [ 7.43681531e-01]
 [ 6.17590581e-01]
 [ 5.60457355e-01]
 [ 6.80117258e-01]
 [ 5.84696022e-01]
 [ 6.53901411e-01]
 [ 5.54891489e-01]
 [ 7.80773984e-01]
 [ 6.95573808e-01]
 [ 6.58451618e-01]
 [ 8.32064326e-01]
 [ 8.32064326e-01]
 [ 6.78592852e-01]
 [ 4.73370656e-01]
 [ 9.21384133e-01]
 [ 4.69062629e-01]
 [ 1.66849788e+00]
 [ 1.17015011e+00]
 [ 7.84704211e-01]
 [ 8.27020292e-01]
 [ 7.84704211e-01]
 [ 6.28698806e-01]
 [ 8.10798036e-01]
 [ 1.00954222e+00]
 [ 6.15223260e-01]
 [ 5.75734729e-01]
 [ 8.03926805e-01]
 [ 1.17945185e+00]
 [ 8.88042368e-01]
 [ 1.03249249e+00]
 [ 7.72215453e-01]
 [ 1.03249249e+00]
 [ 1.03249249e+00]
 [ 1.02755878e+00]
 [ 4.40231628e-01]
 [ 8.43331686e-01]
 [ 1.03558627e+00]
 [ 8.43331686e-01]
 [ 6.27689347e-01]
 [ 8.81603851e-01]
 [ 1.40345671e+00]
 [ 6.39174481e-01]
 [ 6.91576556e-01]
 [ 4.52297366e-01]
 [ 8.53088720e-01]
 [ 8.69115781e-01]
 [ 6.12212886e-01]
 [ 6.11845125e-01]
 [ 5.91494347e-01]
 [ 7.46516071e-01]
 [ 1.94506667e-01]
 [ 6.40487990e-01]
 [ 6.39174481e-01]
 [ 3.95084427e-01]
 [ 7.48094496e-01]
 [ 7.35748204e-01]
 [ 3.59037943e-01]
 [ 5.94527390e-01]
 [ 8.98799317e-01]
 [ 3.58334494e-01]
 [ 5.60826288e-01]
 [ 5.26236886e-01]
 [ 8.66130148e-01]
 [ 6.81231938e-01]
 [ 7.41876468e-01]
 [ 7.51905655e-01]
 [ 7.78547730e-01]
 [ 6.18331107e-01]
 [ 5.61226204e-01]
 [ 8.37468552e-01]
 [ 8.37671060e-01]
 [ 5.61508474e-01]
 [ 8.34358892e-01]
 [ 7.70406489e-01]
 [ 6.40124017e-01]
 [ 8.49944458e-01]
 [ 6.95572692e-01]
 [ 7.49478697e-01]
 [ 8.34283511e-01]
 [ 8.36786016e-01]
 [ 8.94927134e-01]
 [ 6.27074962e-01]
 [ 7.23742793e-03]
 [ 6.91896476e-03]
 [ 6.62420267e-01]
 [ 3.39277636e-01]
 [ 9.74464448e-03]
 [ 5.99612056e-01]
 [ 7.54244521e-01]
 [ 5.92069065e-01]
 [ 3.40922832e-01]
 [ 6.19455201e-01]
 [ 5.06230788e-01]
 [ 7.19826554e-01]
 [ 6.56318581e-01]
 [ 3.63548730e-01]
 [ 6.54202607e-01]
 [ 6.51254226e-01]
 [ 6.84780044e-01]
 [ 5.33878012e-01]
 [ 5.62626614e-01]
 [ 5.33878012e-01]
 [ 5.62626614e-01]
 [ 5.33878012e-01]
 [ 5.62626614e-01]
 [ 6.81552815e-01]
 [ 9.83213428e-01]
 [ 1.16201834e+00]
 [ 9.46659399e-01]
 [ 6.73392596e-01]
 [ 6.28533551e-01]
 [ 7.10536485e-01]
 [ 8.55302827e-01]
 [ 6.27201120e-01]
 [ 5.53076446e-01]
 [ 5.53076446e-01]
 [ 3.91078657e-01]
 [ 6.06236872e-01]
 [ 6.29121779e-01]
 [ 7.89837316e-01]
 [ 1.84656041e-01]
 [ 1.04158418e+00]
 [ 7.51968418e-01]
 [ 1.04235179e+00]
 [ 6.23510682e-01]
 [ 8.08788418e-01]
 [ 1.08383228e-01]
 [ 6.82705767e-01]
 [ 8.08788418e-01]
 [ 8.19257303e-01]
 [ 6.00830109e-01]
 [ 3.64144930e-01]
 [ 8.01032486e-01]
 [ 5.30071447e-01]
 [ 3.59840569e-01]
 [ 2.86275422e-01]
 [ 2.88977553e-01]
 [ 8.23908906e-01]
 [ 5.80289848e-01]
 [ 7.88861749e-01]
 [ 5.64584672e-01]
 [ 8.59421545e-01]
 [ 6.34786239e-01]
 [ 5.95409899e-01]
 [ 9.84856300e-01]
 [ 5.52187843e-01]
 [ 1.35750034e+00]
 [ 7.31204192e-01]
 [ 6.15523669e-01]
 [ 4.78135324e-01]
 [ 7.28300132e-01]
 [ 3.23178761e-01]
 [ 9.15043163e-01]
 [ 7.40659179e-01]
 [ 8.72350331e-02]
 [ 6.56228843e-01]
 [ 1.73323502e-03]
 [ 3.71443502e-01]
 [ 9.66845726e-01]
 [ 6.76047780e-01]
 [ 5.58897264e-01]
 [ 7.90621965e-01]
 [ 5.65640406e-01]
 [ 7.99152005e-01]
 [ 6.95180637e-01]
 [ 5.55948966e-01]
 [ 9.94047294e-01]
 [ 8.26931364e-01]
 [ 5.10514126e-01]
 [ 9.07170396e-01]
 [ 7.95706224e-01]
 [ 2.40811627e-01]
 [ 6.48272048e-01]
 [ 7.78753002e-01]
 [ 8.04996261e-01]
 [ 9.11559049e-01]
 [ 8.24744271e-01]
 [ 9.60650091e-01]
 [ 5.75783413e-01]
 [ 1.00630880e-02]
 [ 5.36041568e-01]
 [ 2.90098324e-01]
 [ 3.83872106e-01]
 [ 6.21058642e-01]
 [ 6.81770625e-01]
 [ 7.12027230e-03]
 [ 8.43331686e-01]
 [ 7.18826978e-01]
 [ 7.12308971e-01]
 [ 1.09789394e+00]
 [ 8.49898628e-01]
 [ 7.31821260e-01]
 [ 8.19257303e-01]
 [ 5.19919314e-01]
 [ 1.00974379e+00]
 [ 1.50002366e-02]
 [ 6.80050242e-01]
 [ 6.00830109e-01]
 [ 6.64094408e-01]
 [ 7.13897084e-01]
 [ 9.30315319e-01]
 [ 7.39761164e-01]
 [ 4.24007244e-01]
 [ 9.38212592e-01]
 [ 6.93033406e-01]
 [ 6.23144806e-01]
 [ 7.88155681e-01]
 [ 6.55515857e-01]
 [ 7.75253144e-01]
 [ 6.96580761e-01]
 [ 8.36987116e-01]
 [ 7.18221887e-01]
 [ 6.37054320e-01]
 [ 5.59242689e-01]
 [ 6.38199660e-01]
 [ 2.69184364e-01]
 [ 1.88576410e-01]
 [ 7.60079569e-01]
 [ 7.52662560e-01]
 [ 6.50910208e-01]
 [ 6.01528651e-01]
 [ 6.64698653e-01]
 [ 6.08376555e-01]
 [ 6.10637264e-01]
 [ 5.03145191e-01]
 [ 7.13260251e-01]
 [ 6.73100199e-01]
 [ 7.08052834e-01]
 [ 8.27028109e-01]
 [ 9.34684815e-01]
 [ 9.49965323e-01]
 [ 4.37094441e-01]
 [ 7.81177954e-01]
 [ 6.35012396e-01]
 [ 8.49398672e-01]
 [ 6.51758053e-01]
 [ 8.31213005e-01]
 [ 5.06681554e-01]
 [ 8.29069859e-01]
 [ 8.37951400e-01]
 [ 6.68991707e-01]
 [ 1.08293256e+00]
 [ 8.24277237e-01]
 [ 5.85791254e-01]
 [ 8.38313100e-01]
 [ 8.86442229e-01]
 [ 5.91548665e-01]
 [ 1.58024329e-01]
 [ 7.26445320e-01]
 [ 8.53026282e-01]
 [ 6.43156082e-01]
 [ 6.02769630e-01]
 [ 4.63691888e-01]
 [ 6.91439251e-01]
 [ 6.46752449e-01]
 [ 6.80379294e-01]
 [ 5.35000062e-01]
 [ 3.69270544e-21]
 [ 7.28981634e-01]
 [ 4.74495597e-01]
 [ 5.89618058e-01]
 [ 6.12327126e-01]
 [ 7.98410727e-01]
 [ 6.67709706e-01]
 [ 7.01729584e-01]
 [ 7.45472738e-01]
 [ 1.12878399e+00]
 [ 1.01193318e+00]
 [ 8.42390433e-01]
 [ 1.11823657e+00]
 [ 7.97984437e-01]
 [ 9.70226178e-01]
 [ 6.34215275e-01]
 [ 5.16659555e-01]
 [ 5.95531465e-01]
 [ 4.88889063e-01]
 [ 6.79443306e-01]
 [ 6.11896131e-01]
 [ 6.24317488e-01]
 [ 1.20980666e+00]
 [ 3.97501264e-01]
 [ 7.37059791e-01]
 [ 9.38671451e-01]
 [ 5.17242968e-01]
 [ 8.47964687e-01]
 [ 6.08964421e-01]
 [ 4.16035102e-01]
 [ 6.14903931e-01]
 [ 7.15154943e-01]
 [ 8.63593853e-01]
 [ 1.07832843e-01]
 [ 4.09663372e-01]
 [ 7.15435526e-01]
 [ 8.63593853e-01]
 [ 6.76739407e-01]
 [ 5.35638651e-01]
 [ 7.48019871e-01]
 [ 6.00883541e-01]
 [ 6.20358520e-01]
 [ 5.77106799e-01]
 [ 7.02949516e-01]
 [ 9.85022057e-01]
 [ 4.13199847e-01]
 [ 6.16928176e-01]
 [ 5.58300306e-01]
 [ 9.30381338e-01]
 [ 5.58300306e-01]
 [ 7.18211000e-01]
 [ 3.98019359e-03]
 [ 4.10206188e-01]
 [ 1.03108429e+00]
 [ 6.51774941e-01]
 [ 1.13564408e+00]
 [ 8.53567020e-01]
 [ 4.72680913e-01]
 [ 8.44164043e-01]
 [ 8.57249714e-01]
 [ 6.28682387e-01]
 [ 6.16335838e-01]
 [ 6.92073903e-01]
 [ 1.57001022e-01]
 [ 9.94024051e-01]
 [ 6.82987662e-01]
 [ 6.59327755e-01]
 [ 5.33643522e-01]
 [ 3.84646568e-01]
 [ 9.08277035e-01]
 [ 5.97884513e-01]
 [ 7.82511137e-01]
 [ 5.42467270e-01]
 [ 9.47542882e-01]
 [ 4.63410330e-01]
 [ 4.23070052e-01]
 [ 5.28120784e-01]
 [ 7.62101026e-01]
 [ 3.65903123e-01]
 [ 9.91978627e-01]
 [ 6.83733047e-01]
 [ 6.10637264e-01]
 [ 7.30198844e-01]
 [ 6.31017722e-01]
 [ 8.43820751e-01]
 [ 7.22465860e-01]
 [ 6.31017722e-01]
 [ 5.80859613e-01]
 [ 6.84350784e-01]
 [ 7.09427983e-01]
 [ 8.45282041e-01]
 [ 6.64954684e-01]
 [ 1.00694196e+00]
 [ 4.01216775e-01]
 [ 6.97864662e-01]
 [ 9.47542882e-01]
 [ 2.22410213e-01]
 [ 3.59840569e-01]
 [ 6.31068035e-01]
 [ 6.86343341e-01]
 [ 1.21434909e+00]
 [ 7.03438451e-01]
 [ 6.97968985e-01]
 [ 1.21265313e+00]
 [ 6.84336407e-01]
 [ 1.35528738e+00]
 [ 8.17771156e-01]
 [ 7.58957044e-01]
 [ 6.35695069e-01]
 [ 3.49733392e-01]
 [ 6.10637264e-01]
 [ 7.70656344e-01]
 [ 5.83918978e-01]
 [ 8.22857806e-01]
 [ 8.16805686e-01]
 [ 6.20404495e-01]
 [ 6.84350784e-01]
 [ 6.62827823e-01]
 [ 3.49733392e-01]
 [ 6.85027479e-01]
 [ 7.77731560e-01]
 [ 8.03832733e-01]
 [ 6.93791714e-01]
 [ 6.84350784e-01]
 [ 6.66089250e-01]
 [ 6.66089250e-01]
 [ 3.22432527e-01]
 [ 5.82318238e-01]
 [ 5.64341013e-01]
 [ 6.53396934e-01]
 [ 1.02810266e+00]
 [ 6.84336407e-01]
 [ 8.19589343e-01]
 [ 2.63037749e-01]
 [ 7.03958247e-01]
 [ 3.26850648e-01]
 [ 8.36740903e-01]
 [ 7.43820095e-01]
 [ 7.97902411e-01]
 [ 3.98019359e-03]
 [ 6.26413287e-01]
 [ 9.01628664e-01]
 [ 1.10687068e+00]
 [ 5.99847263e-01]
 [ 7.72086818e-01]
 [ 4.27363488e-01]
 [ 6.05703404e-01]
 [ 6.62844531e-01]
 [ 6.60453580e-01]
 [ 6.59761078e-01]
 [ 6.21106563e-01]
 [ 3.98019359e-03]
 [ 2.45508565e-01]
 [ 1.05044689e-01]
 [ 7.19023049e-01]
 [ 6.86633433e-01]
 [ 5.92546094e-01]
 [ 2.66967589e-01]
 [-2.44894861e-02]
 [ 5.92546094e-01]
 [ 6.66312835e-01]
 [ 2.38379313e-01]
 [ 1.04006626e+00]
 [ 8.19589343e-01]
 [ 8.21937847e-01]
 [ 7.47333379e-03]
 [ 7.35940712e-01]
 [ 6.00523333e-01]
 [ 5.85791254e-01]
 [ 6.16014862e-01]
 [ 2.30588603e-01]
 [ 1.21441420e+00]
 [ 7.34641345e-01]
 [ 9.93286038e-03]
 [ 2.77686610e-01]
 [ 6.44311528e-01]
 [ 6.67245531e-01]
 [ 6.68991707e-01]
 [ 7.23822872e-01]
 [ 6.19607030e-01]
 [ 6.74260548e-01]
 [ 6.33653107e-01]
 [ 6.23401124e-01]
 [ 4.89942884e-01]
 [ 8.66792868e-01]
 [ 3.64519464e-03]
 [ 3.16976949e-01]
 [ 2.67067556e-01]
 [ 5.30913718e-01]
 [ 3.43245315e-01]
 [ 6.00441720e-01]
 [ 6.22711728e-01]
 [ 2.14914939e-01]
 [ 6.97178176e-01]
 [ 7.24994079e-01]
 [ 6.62037734e-01]
 [ 7.26445320e-01]
 [ 6.67842505e-01]
 [ 4.67243579e-01]
 [ 2.61242608e-01]
 [ 7.06865177e-01]
 [ 1.43177777e+00]
 [ 2.09005744e-01]
 [ 6.01201038e-01]
 [ 5.93096085e-01]
 [ 8.40241415e-01]
 [ 5.44167736e-01]
 [ 1.56426660e-01]
 [ 8.37574342e-01]
 [ 4.97619407e-01]
 [ 7.69488263e-01]
 [ 6.58868302e-01]
 [ 2.21100915e-02]
 [ 6.00153995e-01]
 [ 7.15567362e-01]
 [ 5.99641543e-01]
 [ 8.40241415e-01]
 [ 4.36348628e-01]
 [ 7.29894127e-01]
 [ 9.02312311e-01]
 [ 7.17009819e-01]
 [ 2.03592837e-01]
 [ 2.17568487e-01]
 [ 4.34239867e-01]
 [ 6.04920897e-01]
 [ 8.37768358e-01]
 [ 5.49585683e-01]
 [ 5.24413627e-01]
 [ 7.94826469e-01]
 [ 3.99229208e-01]
 [ 6.89457524e-01]
 [ 7.45440488e-01]
 [ 7.22447059e-01]
 [ 3.55363154e-01]
 [ 5.53730103e-01]
 [ 3.59870916e-01]
 [ 1.15319360e+00]
 [ 1.09745593e+00]
 [ 5.77809841e-01]
 [ 5.80366428e-01]
 [ 6.47773088e-01]
 [ 6.15214147e-01]
 [ 5.85453546e-01]
 [ 6.79858523e-01]
 [ 1.22757770e-01]
 [ 4.00026535e-01]
 [ 9.94967991e-01]
 [ 5.13706494e-01]
 [ 9.73697458e-01]
 [ 7.71039423e-01]
 [ 8.66792868e-01]
 [ 6.93259612e-01]
 [ 1.09355640e+00]
 [ 7.78301577e-01]
 [ 6.53898119e-01]
 [ 6.47773088e-01]
 [ 1.13739110e+00]
 [ 4.56432172e-01]
 [ 8.36895541e-01]
 [ 9.36872326e-01]
 [ 6.25380865e-01]
 [ 6.58548317e-01]
 [ 8.09442391e-01]
 [ 3.30543284e-01]
 [ 4.72660082e-01]
 [ 1.06098193e-12]
 [ 7.70341456e-01]
 [ 5.73838595e-01]
 [ 1.00842919e+00]
 [ 8.66198364e-01]
 [ 5.93621977e-01]
 [ 6.79217460e-01]
 [ 6.03988427e-01]
 [ 9.40475972e-01]
 [ 6.31893872e-01]
 [ 8.47093506e-01]
 [ 6.07119089e-01]
 [ 9.15453532e-01]
 [ 6.01606611e-01]
 [ 9.25506218e-01]
 [ 4.46657519e-01]
 [ 7.83595369e-01]
 [ 9.61322777e-01]
 [ 5.98165765e-01]
 [ 7.75141600e-01]
 [ 8.02502876e-01]
 [ 2.99060995e-01]
 [ 2.33071762e-01]
 [ 6.21608007e-01]
 [ 8.62604844e-01]
 [ 9.98835110e-01]
 [ 6.42237550e-01]
 [ 3.98019359e-03]
 [ 1.60923383e+00]
 [ 8.37190878e-01]
 [ 6.41879929e-01]
 [ 6.72010938e-01]
 [ 9.39998293e-01]
 [ 9.85873077e-01]
 [ 6.65097964e-01]
 [ 6.42079107e-01]
 [ 4.14861340e-01]
 [ 1.19972266e+00]
 [ 8.43331686e-01]
 [ 7.02898903e-01]
 [ 9.58150017e-01]
 [ 6.09857319e-01]
 [ 1.67168372e+00]
 [ 6.11359943e-01]
 [ 8.17844582e-01]
 [ 6.84321249e-01]
 [ 5.19349052e-01]
 [ 6.86707138e-01]
 [ 5.19349052e-01]
 [ 1.00952979e+00]
 [ 6.64190806e-01]
 [ 4.43742794e-01]
 [ 8.19344607e-01]
 [ 8.43331686e-01]
 [ 8.05130580e-01]
 [ 5.89346032e-01]
 [ 8.74337747e-01]
 [ 8.13145600e-01]
 [ 7.15763452e-01]
 [ 7.42997518e-01]
 [ 1.29924110e-06]
 [ 2.11874079e-01]
 [-1.73701071e-02]
 [ 2.95268273e-01]
 [ 4.27904392e-01]
 [-2.30498402e-02]
 [ 2.29805084e-01]
 [ 3.79055738e-03]
 [ 3.18978583e-01]
 [ 2.39564013e-01]
 [ 5.97171327e-01]
 [ 4.43078171e-01]
 [-3.71617223e-02]
 [ 5.98050388e-01]
 [ 1.85079314e-01]
 [ 1.69035603e-01]
 [ 6.03199694e-02]
 [ 2.34924602e-01]
 [ 1.36161929e-01]
 [ 2.62945416e-01]
 [ 3.60915775e-01]
 [ 5.33301362e-02]
 [ 6.37382852e-01]
 [-8.62504914e-02]
 [ 1.84302260e-01]
 [ 1.39664417e-01]
 [-2.12667418e-01]
 [ 1.17451530e-01]
 [ 2.32912813e-01]
 [ 2.01596092e-01]
 [ 1.54940563e-01]
 [ 4.91672141e-01]
 [ 1.78175740e-01]
 [ 5.61050450e-01]
 [ 3.24266165e-01]
 [-1.09229707e-01]
 [ 6.26224552e-01]
 [ 1.35779087e-01]
 [ 6.10952652e-01]
 [ 1.15873205e-01]
 [-6.97646085e-02]
 [ 3.13144275e-01]
 [ 1.67287662e-01]
 [ 5.97491823e-01]
 [ 7.59222038e-02]
 [ 4.12635718e-01]
 [ 1.25938156e-01]
 [-1.18006812e-02]
 [-2.75120698e-03]
 [ 2.59871373e-01]
 [ 3.62348487e-01]
 [ 3.24196582e-01]
 [ 1.88683212e-01]
 [ 6.59438853e-01]
 [ 5.21945566e-01]
 [ 2.67165342e-01]
 [ 4.30152203e-01]
 [ 4.33379093e-01]
 [ 6.52494354e-01]
 [ 6.08224505e-01]
 [-6.99014769e-02]
 [ 9.61545473e-02]
 [ 7.85160985e-01]
 [ 2.18812067e-01]
 [-2.41735554e-02]
 [ 1.69937150e-01]
 [ 2.55659710e-01]
 [ 1.60220881e-01]
 [-6.54947250e-02]
 [-2.56653622e-01]
 [ 3.63728642e-01]
 [ 6.36340384e-01]
 [ 5.91388353e-01]
 [ 5.78284965e-01]
 [ 2.76941736e-01]
 [ 2.87540675e-01]
 [-8.98240320e-03]
 [ 2.48740062e-01]
 [ 6.95339118e-01]
 [ 2.54174078e-01]
 [ 5.53453495e-01]
 [ 7.18376000e-01]
 [ 6.85619831e-01]
 [ 6.53986547e-01]
 [ 1.34585170e-01]
 [ 4.60043527e-01]
 [ 1.25938156e-01]
 [ 3.53230054e-01]
 [ 6.36038358e-01]
 [ 1.25938156e-01]
 [ 2.22883220e-01]
 [ 4.83097924e-01]
 [ 5.83684103e-01]
 [-2.27730287e-01]
 [ 2.12368186e-02]
 [ 6.62961253e-02]
 [ 6.16711051e-01]
 [ 2.61855730e-01]
 [ 2.93763071e-01]
 [ 4.91574361e-02]
 [ 1.25938156e-01]
 [ 7.59595761e-01]
 [ 6.68672519e-02]
 [ 6.35495233e-01]
 [ 2.25143595e-02]
 [ 6.23535176e-01]
 [ 3.41831396e-01]
 [ 2.32847617e-01]
 [ 2.04676590e-01]
 [ 1.69937150e-01]
 [ 1.80537753e-01]
 [ 7.68541278e-01]
 [-1.73075042e-01]
 [ 2.50290868e-01]
 [ 1.94465173e-01]
 [ 2.07254041e-01]
 [ 1.94920081e-01]
 [ 3.88519360e-01]
 [ 6.64772822e-01]
 [ 1.26970594e-01]
 [ 6.24083124e-01]
 [ 2.95267989e-02]
 [ 4.86571017e-01]
 [ 6.57982768e-01]
 [ 3.87819631e-01]
 [ 8.21396525e-01]
 [ 1.64133363e-01]
 [-1.78271104e-01]
 [ 2.30948018e-01]
 [ 1.92234643e-01]
 [-8.34093168e-02]
 [ 3.91190965e-02]
 [ 3.09816946e-01]
 [ 3.66054148e-01]
 [ 2.26980474e-01]
 [ 9.10809143e-02]
 [ 1.57961044e-01]
 [ 5.30823026e-01]
 [ 6.90218021e-01]
 [ 6.62129990e-01]
 [ 2.19508544e-01]
 [ 4.16398083e-01]
 [ 2.42000808e-01]
 [ 1.93856298e-01]
 [ 2.39073448e-01]
 [ 1.71764111e-01]
 [ 2.04692701e-02]
 [-1.51197596e-01]
 [ 6.32647935e-01]
 [-3.80374278e-01]
 [ 6.74629740e-01]
 [-9.00984975e-03]
 [-3.65461316e-03]
 [ 8.00759895e-02]
 [ 3.40038595e-01]
 [ 2.62385460e-01]
 [ 6.06631280e-01]
 [ 1.06407365e-01]
 [ 3.71561854e-01]
 [ 6.67816750e-01]
 [ 6.89688601e-01]
 [ 7.09745998e-01]
 [ 7.85292347e-01]
 [ 3.05217858e-02]
 [-2.04412498e-01]
 [ 6.25346089e-01]
 [ 3.34577306e-01]
 [ 1.08143579e-01]
 [ 7.13030875e-01]
 [-5.45200641e-01]
 [ 5.98851588e-01]
 [ 4.27768709e-01]
 [ 5.88546900e-01]
 [ 1.78491425e-01]
 [ 7.83311101e-02]
 [ 5.37296814e-01]
 [ 2.65159458e-02]
 [ 3.29734510e-01]
 [-3.71912299e-02]
 [ 1.38849921e-01]
 [ 1.75839158e-01]
 [ 1.54119718e-01]
 [ 7.04499045e-02]
 [ 2.61865603e-02]
 [-5.04368790e-02]
 [ 1.63262138e-01]
