[[ 8.65643376e-01]
 [ 8.56149952e-01]
 [ 6.63993119e-01]
 [ 7.99169940e-01]
 [ 4.79882457e-01]
 [ 9.19593162e-01]
 [ 8.21765581e-01]
 [ 1.16798686e+00]
 [ 9.68993289e-01]
 [ 9.17157380e-01]
 [ 7.69961711e-01]
 [ 4.54945054e-01]
 [ 8.59213680e-01]
 [ 9.07329928e-01]
 [ 9.13335224e-01]
 [ 8.27908896e-01]
 [ 4.46859836e-01]
 [ 1.07359870e+00]
 [ 7.12679275e-01]
 [ 6.31277600e-01]
 [ 8.89100864e-01]
 [ 8.30747530e-01]
 [ 1.19898470e+00]
 [ 1.00536105e+00]
 [ 1.17500969e+00]
 [ 6.42587390e-01]
 [ 1.79487168e-02]
 [ 8.55848805e-01]
 [ 9.12567572e-01]
 [ 9.29676216e-01]
 [ 8.00844484e-01]
 [ 2.79371403e-01]
 [ 3.09255936e-01]
 [ 5.77529601e-01]
 [ 7.27662964e-01]
 [ 9.17861687e-01]
 [ 4.38980547e-01]
 [ 8.21615614e-01]
 [ 6.96188473e-01]
 [ 4.24198054e-01]
 [ 7.95588254e-01]
 [ 7.14901649e-01]
 [ 9.45317567e-01]
 [ 7.99618342e-01]
 [ 9.67342913e-01]
 [ 1.03298777e+00]
 [ 1.09319902e+00]
 [ 8.85919723e-01]
 [ 1.11050312e+00]
 [ 1.04073994e+00]
 [ 7.02576447e-01]
 [ 5.42783531e-01]
 [ 5.07457199e-01]
 [ 8.35619057e-01]
 [ 3.51899536e-01]
 [ 5.76000524e-01]
 [ 7.54886976e-01]
 [ 1.07699877e+00]
 [ 1.09283214e+00]
 [ 6.10895674e-01]
 [ 1.04213636e+00]
 [ 1.20680358e+00]
 [ 6.20598968e-01]
 [ 8.92091274e-01]
 [ 7.76316788e-01]
 [ 5.89504201e-01]
 [ 9.42555523e-01]
 [ 5.58380434e-01]
 [ 7.07862679e-01]
 [ 2.45156132e-02]
 [ 5.64715495e-01]
 [ 8.71695066e-01]
 [ 7.07862679e-01]
 [ 5.26039236e-01]
 [ 6.67210835e-01]
 [ 4.53261738e-01]
 [ 1.02313923e+00]
 [ 1.07052542e+00]
 [ 8.12050625e-01]
 [ 6.43168852e-01]
 [ 1.84564298e+00]
 [ 3.70416033e-01]
 [ 9.39332920e-01]
 [ 4.89979308e-01]
 [ 9.29042922e-01]
 [ 4.89979308e-01]
 [ 1.01275744e+00]
 [ 1.05118046e+00]
 [ 4.46871331e-01]
 [ 1.00647045e+00]
 [ 1.69254433e-01]
 [ 1.09014341e+00]
 [ 1.22692166e+00]
 [ 4.99667284e-01]
 [ 9.02785257e-01]
 [ 1.04508165e+00]
 [ 7.34439034e-01]
 [ 1.06181929e+00]
 [ 5.23029839e-01]
 [ 9.23927749e-01]
 [ 7.56507337e-01]
 [ 7.37806455e-01]
 [ 9.50488091e-01]
 [ 3.59811531e-01]
 [ 3.70557074e-01]
 [ 1.25063387e+00]
 [ 6.18024101e-01]
 [ 5.18084764e-01]
 [ 6.26046707e-01]
 [ 9.22218654e-01]
 [ 2.60492995e-01]
 [ 1.37925341e+00]
 [ 5.73923620e-01]
 [ 1.08954240e+00]
 [ 7.80120029e-01]
 [ 9.42614773e-01]
 [ 1.02219719e+00]
 [ 6.63993119e-01]
 [ 9.22450904e-01]
 [ 6.95899936e-01]
 [ 8.22539662e-01]
 [ 1.08813813e+00]
 [ 6.95899936e-01]
 [ 9.09949571e-01]
 [ 1.07176922e+00]
 [ 8.46842760e-01]
 [ 1.00834011e+00]
 [ 6.24029153e-01]
 [ 7.57169181e-01]
 [ 5.47233542e-01]
 [ 9.92692445e-01]
 [ 9.22218654e-01]
 [ 5.07137735e-01]
 [ 6.26593801e-01]
 [ 6.55042491e-01]
 [ 6.87627478e-01]
 [ 1.02323483e+00]
 [ 3.89188601e-01]
 [ 1.01142934e+00]
 [ 1.74958226e+00]
 [ 1.07085264e+00]
 [ 1.09143927e+00]
 [ 1.04547977e+00]
 [ 8.57227290e-01]
 [ 7.58764933e-01]
 [ 6.48338475e-01]
 [ 6.63993119e-01]
 [ 7.46663559e-01]
 [ 1.18528031e+00]
 [ 7.10429697e-01]
 [ 7.01688380e-01]
 [ 1.09209314e+00]
 [ 1.07176922e+00]
 [ 8.85670741e-01]
 [ 6.48338475e-01]
 [ 1.07133538e+00]
 [ 7.39938193e-01]
 [ 9.55940889e-01]
 [ 8.79940286e-01]
 [ 1.07176922e+00]
 [ 1.13394710e+00]
 [ 1.13394710e+00]
 [ 2.99156642e-01]
 [ 2.78587132e-01]
 [ 4.48747844e-01]
 [ 3.07817399e-01]
 [ 1.44532952e+00]
 [ 1.07085264e+00]
 [ 1.08873659e+00]
 [ 4.48529320e-01]
 [ 9.41095075e-01]
 [ 4.40372558e-01]
 [ 7.12076175e-01]
 [ 8.38916675e-01]
 [ 1.17403369e+00]
 [ 1.05118046e+00]
 [ 7.49866551e-01]
 [ 8.66549563e-01]
 [ 1.13334989e+00]
 [ 7.55497985e-01]
 [ 9.06114173e-01]
 [ 7.54006876e-01]
 [ 5.27853890e-01]
 [ 3.50590360e-01]
 [ 3.42477117e-01]
 [ 3.43166775e-01]
 [ 1.12937221e+00]
 [ 1.05118046e+00]
 [ 7.37566033e-01]
 [ 1.31570887e-01]
 [ 9.08137008e-01]
 [ 7.67055202e-01]
 [ 9.77077428e-01]
 [ 3.32080756e-01]
 [ 4.95448855e-03]
 [ 9.77077428e-01]
 [ 7.18876258e-01]
 [ 4.50695551e-01]
 [ 7.14468530e-01]
 [ 1.08873659e+00]
 [ 1.17785391e+00]
 [ 8.94064012e-01]
 [ 3.75375739e-01]
 [ 9.71292827e-01]
 [ 1.19898470e+00]
 [ 8.35739184e-01]
 [ 4.06707566e-01]
 [ 1.17592683e+00]
 [ 1.45801829e+00]
 [ 4.87857498e-01]
 [ 9.60149421e-01]
 [ 3.59723958e-01]
 [ 7.62345779e-01]
 [ 6.31277600e-01]
 [ 6.01897299e-01]
 [ 1.06669252e+00]
 [ 7.85671207e-01]
 [ 6.06912632e-01]
 [ 1.00392132e+00]
 [ 6.62125040e-01]
 [ 9.14280642e-01]
 [ 8.54688860e-01]
 [ 6.22899474e-01]
 [ 3.06173300e-01]
 [ 6.69044608e-01]
 [ 2.00384063e-01]
 [ 9.38933970e-01]
 [ 1.04314341e+00]
 [ 2.86785791e-02]
 [ 1.00368503e+00]
 [ 8.55928899e-01]
 [ 5.82744862e-01]
 [ 8.55848805e-01]
 [ 1.05880990e+00]
 [ 5.64845048e-01]
 [ 5.59695196e-01]
 [ 3.97618679e-01]
 [ 1.49972957e+00]
 [ 4.90407091e-01]
 [ 9.93041182e-01]
 [ 1.07438840e+00]
 [ 9.90707689e-01]
 [ 4.66578207e-01]
 [ 1.21347998e+00]
 [ 6.12928626e-01]
 [ 6.59168846e-01]
 [ 8.48370103e-01]
 [ 6.56588615e-01]
 [ 7.03533836e-02]
 [ 9.54262762e-01]
 [ 8.40599386e-01]
 [ 9.57288551e-01]
 [ 9.90707689e-01]
 [ 4.82247906e-01]
 [ 6.88089117e-01]
 [ 1.51528612e+00]
 [ 8.40679575e-01]
 [ 5.36176377e-01]
 [ 4.52426560e-01]
 [ 2.49465390e-01]
 [ 9.87465739e-01]
 [ 9.00502398e-01]
 [ 4.25081035e-01]
 [ 6.61582675e-01]
 [ 9.73780334e-01]
 [ 7.99115261e-01]
 [ 8.64173394e-01]
 [ 6.72388917e-01]
 [ 8.96357982e-01]
 [ 6.92591550e-01]
 [ 4.25413493e-01]
 [ 6.44509354e-01]
 [ 1.29215390e+00]
 [ 1.23811967e+00]
 [ 1.08603002e-01]
 [ 1.11253464e+00]
 [ 8.87334049e-01]
 [ 7.80766735e-01]
 [ 9.70715876e-01]
 [ 9.51854131e-01]
 [ 9.51323594e-01]
 [ 4.03102437e-01]
 [ 8.02611019e-01]
 [ 5.01641386e-01]
 [ 8.36174494e-01]
 [ 9.16129993e-01]
 [ 9.14280642e-01]
 [ 7.70229837e-01]
 [ 9.45217874e-01]
 [ 8.79779187e-01]
 [ 1.11547554e+00]
 [ 8.87334049e-01]
 [ 4.32087392e-01]
 [ 4.17197231e-01]
 [ 8.59001745e-01]
 [ 1.20118159e+00]
 [ 8.06133296e-01]
 [ 4.31837431e-01]
 [ 9.76226377e-01]
 [ 8.15209072e-02]
 [ 1.74806825e-01]
 [ 9.11057390e-01]
 [ 9.15049812e-01]
 [ 9.61049806e-01]
 [ 1.36160674e+00]
 [ 9.48194402e-01]
 [ 6.88506490e-01]
 [ 9.57387526e-01]
 [ 1.04665327e+00]
 [ 1.02375434e+00]
 [ 7.47659357e-01]
 [ 1.01269811e+00]
 [ 9.91045008e-01]
 [ 1.12197296e+00]
 [ 9.76916397e-01]
 [ 1.13221794e+00]
 [ 4.56010352e-01]
 [ 9.93362897e-01]
 [ 9.38712924e-01]
 [ 1.23037141e+00]
 [ 1.00125579e+00]
 [ 7.18816930e-01]
 [ 1.44669624e-01]
 [ 2.00410366e-01]
 [ 9.92353785e-01]
 [ 8.16806023e-01]
 [ 1.26520415e+00]
 [ 9.63803145e-01]
 [ 1.05118046e+00]
 [ 9.72773596e-01]
 [ 9.25575160e-01]
 [ 9.63299747e-01]
 [ 9.51670160e-01]
 [ 9.89875333e-01]
 [ 8.73532327e-01]
 [ 7.46144727e-01]
 [ 9.63645960e-01]
 [ 8.87917590e-01]
 [ 1.69655804e+00]
 [ 1.00016692e+00]
 [ 6.97680004e-01]
 [ 1.33338902e+00]
 [ 9.15368830e-01]
 [ 1.17137485e+00]
 [ 9.46548735e-01]
 [ 8.24247728e-01]
 [ 7.25697261e-01]
 [ 7.25666729e-01]
 [ 6.56760326e-01]
 [ 7.25666729e-01]
 [ 9.16296867e-01]
 [ 4.80661515e-01]
 [ 6.39455979e-01]
 [ 7.15765857e-01]
 [ 1.00016692e+00]
 [ 1.02167905e+00]
 [ 5.09550625e-01]
 [ 1.05722762e+00]
 [ 5.67568416e-01]
 [ 9.77726394e-01]
 [ 9.65633433e-01]
 [ 1.52718219e-01]
 [ 3.41852581e-01]
 [-2.05474775e-03]
 [ 9.87845838e-03]
 [ 1.42048481e-02]
 [ 1.09488695e-01]
 [ 2.80430736e-01]
 [-5.75221950e-01]
 [ 3.19123814e-01]
 [-1.86937506e-01]
 [ 3.12159050e-01]
 [ 1.14521394e-02]
 [ 1.04332823e-01]
 [ 2.10383832e-01]
 [ 9.01883195e-02]
 [ 3.41189287e-01]
 [ 4.15197401e-01]
 [-2.73042054e-02]
 [ 1.18169257e-01]
 [ 2.07822983e-01]
 [ 2.39991850e-01]
 [ 6.91387104e-01]
 [ 1.22328013e-01]
 [-3.04209295e-01]
 [ 4.14508920e-01]
 [-4.96390840e-02]
 [ 8.51453801e-01]
 [ 3.54374475e-02]
 [ 2.89798033e-01]
 [ 4.62097334e-01]
 [ 2.12975467e-01]
 [-3.55629205e-01]
 [ 5.75628185e-02]
 [-1.03036359e-01]
 [ 1.09534998e-01]
 [ 2.93996599e-01]
 [ 1.49092426e-01]
 [ 2.06225376e-01]
 [ 1.20833787e-01]
 [ 1.48803147e-01]
 [ 2.29131989e-01]
 [-3.44132913e-01]
 [ 2.52127121e-01]
 [ 1.61086035e-01]
 [ 4.23439221e-01]
 [-4.02116294e-04]
 [ 1.79326446e-02]
 [ 5.95843218e-02]
 [ 1.52665422e-01]
 [ 1.39053665e-01]
 [ 5.20601835e-02]
 [ 1.25737270e-01]
 [ 6.62755402e-02]
 [-3.56588796e-01]
 [ 4.95731262e-02]
 [ 2.17982654e-02]
 [ 5.02508966e-01]
 [-3.95655945e-03]
 [-2.73042054e-02]
 [ 1.68752975e-01]
 [ 4.20760339e-02]
 [ 1.43452445e-01]
 [ 4.75816417e-02]
 [ 3.44411632e-01]
 [-2.28608171e-02]
 [ 3.68173866e-01]
 [ 1.96310619e-02]
 [ 3.87275966e-01]
 [ 1.54893806e-01]
 [ 1.33192042e-01]
 [ 2.29170318e-01]
 [ 4.82276824e-02]
 [ 3.05821345e-02]
 [ 9.22288061e-02]
 [ 1.47215473e-01]
 [-6.34315554e-02]
 [ 4.13810118e-01]
 [ 1.85309732e-01]
 [-1.39199191e-01]
 [ 1.85812808e-01]
 [-6.92347723e-02]
 [-1.48893105e-02]
 [-2.73042054e-02]
 [ 1.42906693e-01]
 [-2.46761912e-02]
 [-3.58243298e-02]
 [ 6.13693829e-02]
 [ 8.61533861e-03]
 [ 3.88841807e-02]
 [ 1.64019089e-02]
 [ 6.59510973e-02]
 [ 1.15155179e-01]
 [ 1.91985065e-02]
 [ 3.65229060e-01]
 [ 3.79189588e-01]
 [-4.19654619e-02]
 [-7.23485981e-02]
 [ 3.57849066e-02]
 [ 8.50920331e-02]
 [ 2.17972385e-01]
 [ 2.81053429e-01]
 [-4.79670446e-02]
 [ 1.78145763e-01]
 [ 6.57428376e-01]
 [-4.75993462e-02]
 [ 4.13173726e-01]
 [ 5.29040131e-02]
 [ 8.49507721e-02]
 [ 8.50045728e-02]
 [ 1.65655888e-01]
 [ 4.82276824e-02]
 [-5.28446255e-02]
 [ 1.60248162e-02]
 [-2.01569904e-01]
 [ 4.21409925e-02]
 [ 7.22617485e-02]
 [ 4.04470193e-02]
 [ 7.26512178e-02]
 [ 1.37775099e-01]
 [-2.75642439e-01]
 [-2.28608171e-02]
 [ 1.42509210e-01]
 [ 1.44909015e-01]
 [ 2.37169295e-01]
 [ 1.12069799e-01]
 [ 3.43448371e-01]
 [ 7.72280987e-02]
 [ 6.15346492e-02]
 [ 2.15948696e-01]
 [ 1.55305758e-01]
 [-1.57498852e-01]
 [-1.57498852e-01]
 [-1.57498852e-01]
 [ 5.86223219e-01]
 [ 1.01953819e-01]
 [ 1.91995148e-01]
 [ 6.92451231e-02]
 [ 3.87586433e-02]
 [ 9.81951324e-02]
 [-6.37617756e-02]
 [ 2.84333721e-01]
 [-1.14748113e-01]
 [-1.36518202e-01]
 [-1.50850023e-02]
 [ 1.00869131e-01]
 [-2.18886981e-02]
 [ 5.76028643e-02]
 [ 9.49483636e-02]
 [ 1.23409120e-02]
 [ 6.28546179e-02]
 [-2.23924014e-01]
 [ 9.12744901e-02]
 [-8.58188685e-02]
 [-4.35014843e-02]
 [-1.81739455e-01]
 [ 1.19998913e-02]
 [ 9.09646320e-02]
 [ 3.36960695e-01]
 [ 2.63896585e-01]
 [-9.17890282e-02]
 [ 7.61974522e-02]
 [-1.84031664e-02]
 [ 3.28912235e-03]
 [ 1.37992337e-01]
 [-4.03038313e-01]
 [ 1.75894663e-01]
 [ 8.79049127e-02]
 [-8.27519832e-02]
 [ 4.28369893e-02]
 [ 6.69205504e-02]
 [ 3.37078483e-02]
 [ 8.79049127e-02]
 [-5.87063958e-03]
 [ 1.48262505e-01]
 [ 4.91618735e-02]
 [ 9.05301011e-02]
 [ 5.69325093e-01]
 [ 8.00943718e-02]
 [ 8.28726823e-02]
 [ 2.18234285e-01]
 [-4.35297338e-02]
 [ 1.87938290e-01]
 [ 2.02642814e-01]
 [ 2.25109263e-01]
 [ 9.30184201e-02]
 [-6.76371756e-02]
 [-2.28608171e-02]
 [ 1.45785572e-01]
 [ 1.57854395e-01]
 [-6.84584374e-03]
 [-3.22259674e-02]
 [ 1.24365113e-01]
 [ 3.85138758e-03]
 [ 5.77445462e-02]
 [-4.47171437e-02]
 [ 1.37537808e-01]
 [ 6.85574760e-02]
 [ 9.16312524e-02]
 [ 7.25538385e-01]
 [ 2.20773443e-02]
 [ 7.77648335e-02]
 [ 2.45609517e-01]
 [ 7.78061110e-02]
 [ 2.89739397e-01]
 [ 1.60190901e-01]
 [ 1.41079366e-01]
 [ 1.77875555e-01]
 [ 8.73907267e-02]
 [ 2.00625731e-01]
 [ 1.94768949e-02]
 [-1.27925149e-02]
 [ 2.33510672e-01]
 [-1.99587836e-01]
 [-6.91426992e-02]
 [ 6.98493533e-02]
 [ 2.03998842e-01]
 [ 5.93751713e-02]
 [ 7.06189820e-02]
 [ 7.06189820e-02]
 [ 7.06189820e-02]
 [ 7.06189820e-02]
 [ 1.10774760e-01]
 [ 1.47542839e-01]
 [ 3.76374141e-01]
 [ 3.44817013e-01]
 [ 1.77565469e-02]
 [ 4.43477082e-01]
 [ 1.09196878e-03]
 [ 2.63691555e-01]
 [ 2.19155245e-01]
 [ 1.45447071e-01]
 [-6.09629255e-02]
 [ 7.41032543e-02]
 [ 3.78949356e-01]
 [-6.09502580e-02]
 [ 1.71558609e-01]
 [ 2.72248991e-02]
 [-2.02461407e-01]
 [-4.23894721e-02]
 [ 3.18312502e-02]
 [-2.06226841e-02]
 [ 7.03533836e-02]
 [-4.65324879e-02]
 [ 7.05810861e-01]
 [-3.91246822e-03]
 [ 7.34279466e-01]
 [ 2.05341264e-02]
 [-1.05058197e-01]
 [ 7.76978896e-02]
 [ 1.86747167e-01]
 [ 7.27854698e-02]
 [ 1.75207495e-01]
 [ 1.85741670e-01]
 [ 1.51735816e-02]
 [ 2.46017809e-01]
 [ 2.59984114e-02]
 [ 7.62045786e-03]
 [ 1.70416340e-01]
 [-9.51253207e-03]
 [-2.73744191e-02]
 [ 7.96244714e-02]
 [-4.78067271e-03]
 [ 2.95549428e-02]
 [ 2.22067073e-01]
 [ 2.55593724e-01]
 [ 2.72779684e-01]
 [-1.22072891e-01]
 [-1.65941324e-01]
 [-8.70279157e-02]
 [ 4.02130411e-02]
 [ 2.36848886e-01]
 [ 6.01154554e-02]
 [ 4.18579419e-02]
 [ 3.83336931e-01]
 [-1.05726456e-01]
 [ 1.10640682e-02]
 [ 8.18822477e-02]
 [-1.39095994e-01]
 [ 1.28552870e-01]
 [ 3.48838341e-03]
 [ 8.09649860e-02]
 [ 5.84799389e-02]
 [ 2.70389445e-02]
 [ 3.14083086e-02]
 [-2.43883113e-03]
 [ 1.03846567e-01]
 [ 1.80708553e-01]
 [ 1.55336673e-01]
 [ 4.83766974e-02]
 [ 8.46355955e-02]
 [ 1.08584756e-01]
 [ 2.24614105e-01]
 [ 2.29170318e-01]
 [ 8.82836223e-02]
 [ 5.95843218e-02]
 [ 1.34915123e-01]
 [-1.32109218e-02]
 [ 1.01147118e-01]
 [ 3.27023337e-01]
 [ 3.59295279e-01]
 [ 3.43324017e-01]
 [-2.02887410e-02]
 [ 7.72280987e-02]
 [ 7.72280987e-02]
 [ 7.72280987e-02]
 [ 3.52612504e-02]
 [ 1.74514537e-01]
 [ 3.15318147e-01]
 [ 5.98259654e-02]
 [ 1.13100512e-01]
 [ 2.30488147e-01]
 [ 1.72871652e-01]
 [ 6.41685832e-02]
 [ 2.07547558e-01]
 [ 2.33542825e-01]
 [-3.68188841e-02]
 [ 1.64565713e-01]
 [-7.05942853e-04]
 [-2.90955789e-01]
 [ 1.15042765e-01]
 [ 3.48928914e-01]
 [ 5.25678714e-02]
 [-4.48412605e-02]
 [ 6.76325013e-02]
 [ 4.12844830e-01]
 [-7.54482996e-03]
 [-1.03231112e-01]
 [ 1.20900082e-01]
 [ 5.05679159e-01]
 [ 3.06375422e-01]
 [ 1.59470568e-01]
 [ 2.59065975e-01]
 [ 1.38203170e-01]
 [ 2.41053532e-04]
 [ 2.74498033e-01]
 [ 1.46409992e-01]
 [ 1.34367329e-01]
 [-1.01981129e-01]
 [-3.07094680e-02]
 [ 1.15382169e-01]
 [ 3.93277207e-02]
 [ 3.09363328e-01]
 [ 2.75675284e-01]
 [-1.91766852e-02]
 [ 2.42201703e-03]
 [ 1.27435644e-01]
 [ 4.89343095e-01]
 [ 9.68679764e-04]
 [ 2.20031186e-01]
 [ 2.47196316e-01]
 [ 5.82535333e-02]
 [ 2.61199144e-02]
 [ 2.11604518e-01]
 [ 2.14593577e-02]
 [-2.68297681e-01]
 [-1.22192954e-01]
 [ 5.61689534e-01]
 [-5.76601278e-02]
 [-4.73028465e-03]
 [ 2.26795137e-01]
 [ 1.50959481e-01]
 [ 2.67874714e-02]
 [ 1.29080170e-01]
 [ 1.99888196e-01]
 [-7.71059704e-02]
 [ 1.23116786e-03]
 [ 8.51764967e-02]
 [ 1.77967000e-01]
 [-3.02585738e-01]
 [ 2.65437757e-01]
 [ 1.25500046e-01]
 [-1.05123698e-01]
 [ 7.09679222e-02]
 [ 4.62200378e-02]
 [ 2.97681869e-01]
 [-4.11503309e-02]
 [ 3.62310149e-03]
 [ 3.62310149e-03]
 [ 6.75449203e-02]
 [ 1.05354984e-01]
 [ 2.20970201e-02]
 [-1.66470364e-02]
 [ 5.26406660e-03]
 [-7.70071890e-02]
 [-1.94597066e-01]
 [ 6.50135534e-03]
 [-3.54030329e-03]
 [ 2.45545227e-02]
 [ 1.16211455e-01]
 [-3.56060048e-01]
 [ 1.99928340e-01]
 [-6.12080626e-02]
 [ 1.04416434e-01]
 [ 1.86073585e-02]
 [ 9.58328582e-02]
 [ 8.91274738e-02]
 [ 1.57361136e-01]
 [-4.05852170e-01]
 [ 2.38680306e-01]
 [ 2.18936787e-01]
 [ 8.18260173e-02]
 [ 2.92074276e-01]
 [ 8.42891417e-02]
 [-3.59530295e-01]
 [ 7.03533836e-02]
 [ 3.69724865e-01]
 [ 2.80534599e-01]
 [ 1.19913976e+00]
 [ 3.20876610e-01]
 [ 1.29887336e-01]
 [ 8.23206004e-02]
 [ 1.04491241e-01]
 [ 1.10203765e-01]
 [-2.76571499e-02]
 [-1.51990917e-01]
 [ 3.37169625e-02]
 [ 1.20923267e-01]
 [ 9.11515274e-02]
 [ 5.77918880e-02]
 [-1.51048395e-02]
 [ 1.05981609e-01]
 [ 2.22602194e-01]
 [ 4.14428062e-01]
 [ 1.11893805e-01]
 [ 7.03533836e-02]
 [ 4.44459851e-02]
 [ 1.25783883e-01]
 [ 3.33052701e-01]
 [ 3.37759790e-01]
 [ 1.32946645e-01]
 [ 1.16421848e-01]
 [ 3.74176912e-02]
 [ 3.99075386e-01]
 [ 4.16933251e-01]
 [ 1.38737879e-01]
 [ 1.05019848e-01]
 [ 2.14846363e-01]
 [-5.29944444e-02]
 [ 3.37087386e-01]
 [-3.21315185e-02]
 [ 4.21359930e-03]
 [ 2.13049464e-01]
 [ 4.25777977e-01]
 [ 2.13049464e-01]
 [ 8.11495800e-02]
 [ 1.09388099e-01]
 [ 3.73317076e-01]
 [ 1.04912571e-01]
 [ 4.58509535e-01]
 [ 2.82548863e-01]
 [-2.60178056e-02]
 [ 6.77238339e-02]
 [-1.01317851e-03]
 [ 3.54262499e-01]
 [ 1.25977995e-01]
 [ 2.93159965e-02]
 [-1.64892620e-01]
 [ 1.33963803e-01]
 [ 3.36914262e-01]
 [ 2.53284096e-01]
 [-1.52757306e-01]
 [-1.00340480e-01]
 [-4.02943458e-01]
 [ 7.27730019e-02]
 [ 2.75330469e-02]
 [ 1.89639842e-01]
 [ 2.74242220e-02]
 [ 5.26903781e-01]
 [ 1.10567447e-01]
 [ 2.65821635e-01]
 [ 4.12142043e-01]
 [-1.54677498e-01]
 [-2.17194657e-01]
 [ 3.30652750e-01]
 [ 6.07834899e-02]
 [ 4.25603360e-02]
 [ 2.38823958e-01]
 [ 1.49974690e-01]
 [-1.57321712e-02]
 [ 7.34286008e-01]
 [ 6.00514625e-02]
 [-6.54264678e-02]
 [ 1.71175819e-02]
 [ 3.30336020e-02]
 [ 2.93891523e-01]
 [-2.60312143e-01]
 [ 9.37435870e-02]
 [ 1.18163260e-01]
 [ 9.31344909e-02]
 [ 3.05402580e-01]
 [ 6.80595629e-02]
 [ 1.59094766e-01]
 [-1.09320182e-02]
 [ 2.32009333e-01]
 [ 1.88201320e-01]
 [ 2.29170318e-01]
 [ 7.12366597e-02]
 [ 3.33317717e-01]
 [ 8.57631766e-02]
 [ 2.10481217e-01]
 [ 1.42256314e-01]
 [-5.83479081e-02]
 [ 9.08781755e-02]
 [ 4.21434511e-02]
 [-1.10336916e-01]
 [ 8.93257179e-02]
 [-9.06951888e-03]
 [-1.62628043e-01]
 [ 6.93665436e-01]
 [-1.14471171e-01]
 [-1.14471171e-01]
 [ 7.66714166e-02]
 [ 2.39458133e-01]
 [ 1.62044849e-01]
 [ 2.08481815e-01]
 [ 2.91930310e-01]
 [-1.78322166e-01]
 [ 4.00649760e-01]
 [ 2.02095644e-01]
 [ 7.03533836e-02]
 [ 2.29498198e-01]
 [ 8.34911108e-02]
 [-1.20789897e-01]
 [-1.26572255e-02]
 [-4.05852170e-01]
 [ 5.07307294e-03]
 [ 1.13955151e-01]
 [ 1.20302891e-01]
 [ 1.20600062e-01]
 [ 5.66694749e-02]
 [ 8.48479689e-02]
 [ 7.13929728e-01]
 [-2.00870601e-02]
 [ 8.09990823e-03]
 [ 4.69368815e-01]
 [-1.08972623e-01]
 [ 7.06810918e-02]
 [-2.08818273e-01]
 [ 7.92353894e-02]
 [ 7.03533836e-02]
 [ 2.73128248e-01]
 [-1.71758431e-02]
 [ 7.48715357e-02]
 [ 6.70496709e-02]
 [ 3.57272020e-01]
 [ 3.01497547e-01]
 [ 3.04578726e-01]
 [-4.91630540e-01]
 [-4.85528844e-02]
 [ 2.37902414e-02]
 [-3.61581785e-02]
 [-2.19637444e-01]
 [ 1.81377143e-01]
 [ 2.47980297e-01]
 [ 4.12844830e-01]
 [ 4.45163685e-01]
 [ 1.02586325e-02]
 [ 3.33541185e-01]
 [ 2.84257853e-01]
 [ 1.65004316e-01]
 [ 1.33856131e-01]
 [-1.29427919e-01]
 [-3.54415092e-02]
 [-7.22856868e-02]
 [ 1.23903529e-01]
 [ 4.92775258e-01]
 [-2.01687918e-02]
 [ 2.42122867e-01]
 [-9.51253207e-03]
 [-9.51253207e-03]
 [-9.51253207e-03]
 [-1.15195530e-01]
 [-9.51253207e-03]
 [-9.51253207e-03]
 [ 4.14845392e-02]
 [ 1.61239141e-01]
 [-4.88836753e-02]
 [ 1.09291743e-01]
 [ 2.37981344e-02]
 [ 7.48613411e-02]
 [ 2.06157221e-01]
 [ 2.72941394e-01]
 [ 4.47676953e-02]
 [-9.51253207e-03]
 [ 1.29584598e-01]
 [ 7.22708291e-02]
 [ 1.07071278e-01]
 [ 1.32781796e-01]
 [-1.08493281e-01]
 [ 5.15063763e-02]
 [-9.51253207e-03]
 [-9.51253207e-03]
 [ 1.98195905e-01]
 [-9.51253207e-03]
 [ 4.56524771e-02]
 [ 4.52901511e-01]
 [ 4.56524771e-02]
 [-9.51253207e-03]
 [ 7.42333887e-01]
 [-2.14928547e-01]
 [ 7.56876471e-02]
 [ 1.46061964e-01]
 [ 2.07796932e-01]
 [ 3.16770365e-01]
 [ 1.82024862e-01]
 [-3.63446388e-01]
 [ 6.68461644e-02]
 [-9.51253207e-03]
 [-3.89178325e-01]
 [-9.51253207e-03]
 [-9.51253207e-03]
 [-9.51253207e-03]
 [-9.51253207e-03]
 [-9.51253207e-03]
 [ 4.56524771e-02]
 [ 4.56524771e-02]
 [-9.51253207e-03]
 [-9.51253207e-03]
 [-9.51253207e-03]
 [-9.51253207e-03]
 [-9.51253207e-03]
 [-9.51253207e-03]
 [-9.51253207e-03]
 [-9.51253207e-03]
 [-9.51253207e-03]
 [-9.51253207e-03]
 [ 7.72280987e-02]
 [-9.51253207e-03]
 [-9.51253207e-03]
 [-9.51253207e-03]
 [-9.51253207e-03]
 [-9.51253207e-03]
 [-9.51253207e-03]
 [-9.51253207e-03]
 [-9.51253207e-03]
 [ 7.03533836e-02]
 [ 6.01154554e-02]
 [ 4.08672654e-02]
 [ 8.78409599e-02]
 [-4.29227816e-02]
 [ 7.16723096e-01]
 [ 2.62202819e-02]
 [ 8.85312673e-02]
 [ 2.70208116e-02]
 [ 3.24064781e-01]
 [ 3.45269594e-01]
 [ 3.51705548e-01]
 [ 2.46509146e-02]
 [-6.38046432e-02]
 [ 1.49459699e-01]
 [-8.19627932e-03]
